"linenumber","fec_committee_id","clean_name","tran_id","flag_orgind","recipient","address_one","address_two","city","state","zip","date","amount","purpose","memo_code","memo_text"
"SB21B","C00193433","Emil Ys List","SB21B-412479-100000","ORG","DCA","1 AVIATION CIR",,"WASHINGTON","DC","200016000","2024-03-27","22","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-412479-90000","ORG","TATTE BAKERY","1200 NEW HAMPSHIRE AVE NW",,"WASHINGTON","DC","20036","2024-03-27","21","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-412479-70000","ORG","LITTLE SESAME","1828 L ST NW STE 120",,"WASHINGTON","DC","200365104","2024-03-27","7.31","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-412479-60000","ORG","TATTE HOLDINGS FOGGY BOTT","2100 PENNSYLVANIA AVE NW",,"WASHINGTON","DC","20037","2024-03-27","24.11","Travel/Accommodation /Meals","X","Memo Entry"
"SB21B","C00193433","Emil Ys List","SB21B-412479-40000","ORG","BLUESTONE LANE - 14TH STREET","1701 14TH STREET",,"WASHINGTON","DC","20001","2024-03-27","17.92","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412475-40000","ORG","PRET A MANGER","1800 M ST NW",,"WASHINGTON","DC","20036","2024-03-27","39.6","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412464-220000","ORG","THE MINISTRY COFFEE WINE","601 NEW JERSEY AVENUE NW STE 1",,"WASHINGTON","DC","20001","2024-03-27","12.98","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412464-120000","ORG","HILTON GARDEN INN","2201 M STREET NW",,"WASHINGTON","DC","20037","2024-03-27","516.79","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412464-110000","ORG","MCCORMICK'S & SCHMICK'S","1652 K ST NW",,"WASHINGTON","DC","200062801","2024-03-27","158.8","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412464-90000","ORG","YELLOW CAB COMPANY OF DC","YELLOW CAB COMPANY OF DC",,"WASHINGTON","DC","20002","2024-03-27","23.34","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412464-60000","ORG","UVC INC","2711 26TH ST NE",,"WASHINGTON","DC","20018","2024-03-27","21.37","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412464-40000","ORG","PRET A MANGER","1800 M ST NW",,"WASHINGTON","DC","20036","2024-03-27","7.7","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412464-30000","ORG","UVC INC","2711 26TH ST NE",,"WASHINGTON","DC","20018","2024-03-27","25.94","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412437-20000","ORG","HUDSON NEWS","2401 SMITH BLVD",,"WASHINGTON","DC","20001","2024-03-27","7.05","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412421-10000","ORG","NATIONAL ONLINE PARKING","1 AVIATION CIRCLE",,"WASHINGTON","DC","20001","2024-03-27","71.99","Travel/Accommodation /Meals","X","Memo Entry"
"H4","C00193433","Emil Ys List","H4-412419-10000","ORG","HUDSON NEWS","2401 SMITH BLVD",,"WASHINGTON","DC","20001","2024-03-27","15.13","Travel/Accommodation /Meals","X","Memo Entry"
"SB17","C00502294","Swalwell For Congress","500080152","ORG","Pastis Washington DC - Starr","1323 4Th St NE",,"Washington","DC","200027001","2024-02-20","837.5","Food & Beverages for Donor Dinner",,
"SB17","C00327023","Schakowsky For Congress","SB17.19393.8","ORG","Ambar Restaurant","1547 7th St NW",,"Washington","DC","20001","2024-02-13","400","Food & Beverage","X",
"SB17","C00327023","Schakowsky For Congress","SB17.19393.16","ORG","Osteria Morini","301 Water St SE",,"Washington","DC","20003","2024-02-13","1000","Food & Beverage","X",
"SB17","C00502294","Swalwell For Congress","500080383","ORG","Berger Hirschberg Strategies","1010 Vermont Ave NW","Ste 814","Washington","DC","200054957","2024-03-11","345.6","Supplies, Travel Expenses, Food & Beverages, Lodging and Telephone",,
"SB17","C00502294","Swalwell For Congress","500080365","ORG","Costco","2441 Market St NE",,"Washington","DC","200183840","2024-03-06","22.34","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500080631","ORG","District Taco","656 Pennsylvania Ave SE",,"Washington","DC","200034304","2024-03-14","239.03","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500080161","ORG","L'Annexe","2917 M St NW",,"Washington","DC","200073714","2024-02-20","106.9","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500081109","ORG","L'Ardente","200 Massachusetts Ave NW",,"Washington","DC","200011429","2024-03-21","316.8","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500080149","ORG","Marcellino Pane & Vino","300 Morse St NE",,"Washington","DC","200027000","2024-02-20","35.4","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500080749","ORG","Union Kitchen","1625 Eckington Pl NE",,"Washington","DC","200022129","2024-03-25","33.52","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500080417","ORG","Pastis Washington DC - Starr","1323 4Th St NE",,"Washington","DC","200027001","2024-03-12","119","Food & Beverages for Donor Dinner",,
"SB17","C00502294","Swalwell For Congress","500080418","ORG","Pastis Washington DC - Starr","1323 4Th St NE",,"Washington","DC","200027001","2024-03-12","513.05","Food & Beverages for Donor Dinner",,
"SB17","C00502294","Swalwell For Congress","500080301","ORG","Riggs Washington DC","900 F St NW",,"Washington","DC","200041404","2024-02-29","166.4","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500080771","ORG","Riggs Washington DC","900 F St NW",,"Washington","DC","200041404","2024-03-27","262.2","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500080244","ORG","Scarlet Oak Restaurant & Bar","909 New Jersey Ave SE",,"Washington","DC","200033382","2024-02-26","345.24","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500081107","ORG","Shoto","1100 15Th St NW",,"Washington","DC","200051707","2024-03-21","971.43","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500080339","ORG","Stellina Pizzeria","399 Morse St NE",,"Washington","DC","200027007","2024-03-04","183","Food & Beverages for Political Meetings",,
"SB17","C00502294","Swalwell For Congress","500080792","ORG","Sweetgreen","221 Pennsylvania Ave SE",,"Washington","DC","200031107","2024-03-28","26.62","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500080370","ORG","Stellina Pizzeria","399 Morse St NE",,"Washington","DC","200027007","2024-03-07","616","Food & Beverages for Political Meetings",,
"SB17","C00502294","Swalwell For Congress","500080396","ORG","Talay Thai Restaurant","406 1St St SE",,"Washington","DC","200031869","2024-03-08","34.98","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500080820","ORG","Stellina Pizzeria","399 Morse St NE",,"Washington","DC","200027007","2024-03-29","158.73","Food & Beverages for Political Meetings",,
"SB17","C00502294","Swalwell For Congress","500080397","ORG","Talay Thai Restaurant","406 1St St SE",,"Washington","DC","200031869","2024-03-08","147.42","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500080419","ORG","Talay Thai Restaurant","406 1St St SE",,"Washington","DC","200031869","2024-03-11","33.78","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500079512","ORG","501 Wine & Spirits","1501 Harry Thomas Way NE",,"Washington","DC","200024361","2024-01-19","68.34","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500080632","ORG","Tatte Bakery & Cafe","1200 New Hampshire Ave NW",,"Washington","DC","200366802","2024-03-14","120.9","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500079225","ORG","Berger Hirschberg Strategies","1010 Vermont Ave NW","Ste 814","Washington","DC","200054957","2024-01-08","10231.07","Bonus, Supplies, Food & Beverages & Telephone",,
"SB17","C00502294","Swalwell For Congress","500079789","ORG","Berger Hirschberg Strategies","1010 Vermont Ave NW","Ste 814","Washington","DC","200054957","2024-02-06","1420.74","Supplies, Travel Expenses, Food & Beverages, Lodging and Telephone",,
"SB17","C00502294","Swalwell For Congress","500079591","ORG","Charlie Palmer's","101 Constitution Ave NW",,"Washington","DC","200012133","2024-01-29","153.85","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500079842","ORG","Charlie Palmer's","101 Constitution Ave NW",,"Washington","DC","200012133","2024-02-07","173","Food & Beverages for Event",,
"SB21B","C00431478","Giving Willingly Empowering Nationally Pac","500347711","ORG","Harvest Tide","212 7Th St SE",,"Washington","DC","200034311","2024-02-21","91.77","Food and Beverage","X","*"
"SB17","C00502294","Swalwell For Congress","500079804","ORG","Harris Teeter - Store #352","1201 1St St NE",,"Washington","DC","200024274","2024-02-05","97.02","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500080118","ORG","L'Ardente","200 Massachusetts Ave NW",,"Washington","DC","200011429","2024-01-18","261.36","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500080119","ORG","L'Ardente","200 Massachusetts Ave NW",,"Washington","DC","200011429","2024-01-18","282.48","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500079236","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2024-01-05","349.42","Dues, Food & Beverage - Candidate Meetings",,
"SB17","C00502294","Swalwell For Congress","500080112","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2024-02-14","111.51","Dues, Food & Beverage - Candidate Meetings",,
"SB17","C00502294","Swalwell For Congress","500079848","ORG","Pastis Washington DC - Starr","1323 4Th St NE",,"Washington","DC","200027001","2024-02-09","318.4","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500079448","ORG","Scarlet Oak Restaurant & Bar","909 New Jersey Ave SE",,"Washington","DC","200033382","2024-01-16","618.8","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500079416","ORG","Stellina Pizzeria","399 Morse St NE",,"Washington","DC","200027007","2024-01-12","271.6","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500079580","ORG","Talay Thai Restaurant","406 1St St SE",,"Washington","DC","200031869","2024-01-31","102.38","Food & Beverages for Event",,
"SB17","C00502294","Swalwell For Congress","500079615","ORG","Union Kitchen","1625 Eckington Pl NE",,"Washington","DC","200022129","2024-01-29","127.13","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500079844","ORG","Union Kitchen","1625 Eckington Pl NE",,"Washington","DC","200022129","2024-02-07","3.84","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500079845","ORG","Union Kitchen","1625 Eckington Pl NE",,"Washington","DC","200022129","2024-02-07","14.29","Food & Beverages",,
"SB17","C00502294","Swalwell For Congress","500080110","ORG","Union Kitchen","1625 Eckington Pl NE",,"Washington","DC","200022129","2024-02-14","11.47","Food & Beverages",,
"SB17","C00431353","Klobuchar For Minnesota","500049114","ORG","Young Chow","312 Pennsylvania Ave SE",,"Washington","DC","200031147","2024-03-08","34.75","Food and Beverage","X","*"
"SB21B","C00431478","Giving Willingly Empowering Nationally Pac","500344004","ORG","Farmers & Distillers","600 Massachusetts Ave North West A",,"Washington","DC","20001","2024-02-20","228.82","Food and Beverage",,
"SB21B","C00431478","Giving Willingly Empowering Nationally Pac","500344008","ORG","Harvest Tide","212 7Th St SE",,"Washington","DC","200034311","2024-02-02","536.8","Food and Beverage",,
"SB23","C00703975","Harris For President","500192299","ORG","Penn Social","801 E St NW",,"Washington","DC","200042182","2024-03-04","2120","Catering, Food & Beverages",,
"SB17","C00486563","Manchin For West Virginia","500919742","ORG","Nostra Cucina","320 D St NE",,"Washington","DC","200025722","2024-01-08","153.5","Food and Beverages","X","*"
"SB17","C00516047","Angus King For U.S. Senate Campaign","501139005","ORG","Costco","2441 Market St NE",,"Washington","DC","200183840","2024-01-23","961.81","Food and Beverage for Senate Event","X","*"
"SB17","C00516047","Angus King For U.S. Senate Campaign","501139009","ORG","Harris Teeter","1201 1st St NE",,"Washington","DC","200024274","2024-01-23","204.8","Food and Beverage for Senate Event","X","*"
"SB17","C00431353","Klobuchar For Minnesota","500048435","ORG","Safeway","415 14th St SE",,"Washington","DC","200033002","2024-01-09","73.05","Food and Beverage","X","*"
"SB17","C00486563","Manchin For West Virginia","500919698","ORG","Grazie","1875 K St NW","Ste 100","Washington","DC","200061239","2024-03-25","585.6","Food and Beverage","X","*"
"SB17","C00486563","Manchin For West Virginia","500919710","ORG","We, The Pizza","305 Pennsylvania Ave SE",,"Washington","DC","200031148","2024-03-25","201.03","Food and Beverage","X","*"
"SB17","C00266940","Sanford Bishop For Congress","500374843","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2024-01-22","207.17","Meals","X","*"
"SB17","C00266940","Sanford Bishop For Congress","500374884","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2024-03-21","804.57","Meals","X","*"
"SB17","C00840587","Pugh For Michigan","SB17.9780","ORG","MBRF Inc","1335 14th St NW",,"Washington","DC","20005","2024-02-02","275.25","Food and/or Beverage",,
"SB17","C00711317","Scholten For Congress","500376717","ORG","Member Dining Room","B339 B","Bldg","Washington","DC","205150001","2024-01-05","202","Meal","X","*"
"SB21B","C00484642","Smp","500165493","ORG","Bistro Bis","15 E St NW",,"Washington","DC","200011501","2024-01-18","218.01","Meals","X","*"
"SB17","C00711317","Scholten For Congress","500355301","ORG","Barrel","613 PENNSYLVANIA Ave NW",,"Washington","DC","20003","2023-10-26","414.3","Meals","X","*"
"SB17","C00711317","Scholten For Congress","500355291","ORG","Santa Rosa","301 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-10-26","71.68","Meals","X","*"
"SB17","C00711317","Scholten For Congress","500355292","ORG","Santa Rosa","301 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-10-26","132.41","Meals","X","*"
"SB17","C00711317","Scholten For Congress","500358029","ORG","We The Pizza","305 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-12-06","174.96","Meal",,
"SB21B","C00484642","Smp","500166292","ORG","Bistro Bis","15 E St NW",,"Washington","DC","200011501","2024-02-26","540.39","Meals","X","*"
"SB21B","C00484642","Smp","500167141","ORG","The Monocle on Capitol Hill","107 D St NE",,"Washington","DC","200025657","2024-03-20","405","Meals","X","*"
"SB17","C00473827","Friends Of Mike Lee Inc","B79DCCE67F71C4B1D941","ORG","CHARLIE PALMER STEAK","101 CONSTITUTION AVE NW",,"WASHINGTON","DC","200012133","2024-01-20","400","FOOD AND BEVERAGE",,
"SB21B","C00484642","Smp","500165467","ORG","Fulkerson, Kennedy, & Company","600 Pennsylvania Ave SE","Ste 201","Washington","DC","200034316","2024-01-19","1258.59","Travel & Meals",,
"SB17","C00473827","Friends Of Mike Lee Inc","B4A7224AEF0B04A5BB74","ORG","US SENATE CAFE","DIRKSEN SENATE OFFICE BUILDING",,"WASHINGTON","DC","20050","2024-01-24","155.9","FOOD AND BEVERAGE",,
"SB17","C00473827","Friends Of Mike Lee Inc","BEA5FF05EFB20442B8D3","ORG","RPM ITALIAN","650 K ST NW",,"WASHINGTON","DC","200011341","2024-01-30","375","FOOD AND BEVERAGE",,
"SB17","C00473827","Friends Of Mike Lee Inc","B35D24E6328144F0A9F1","ORG","CAPITOL HILL CLUB","300 1ST ST SE",,"WASHINGTON","DC","200031801","2024-02-16","43.75","FOOD AND BEVERGAE",,
"SB17","C00473827","Friends Of Mike Lee Inc","B862DEE06CD3D429F9BD","ORG","US SENATE CAFE","DIRKSEN SENATE OFFICE BUILDING",,"WASHINGTON","DC","20050","2024-02-20","2265.6","FOOD AND BEVERAGE",,
"SB17","C00473827","Friends Of Mike Lee Inc","BB8C41D5571C74A2B9B2","ORG","DEL FRISCOS","1201 PENNSYLVANIA AVE NW",,"WASHINGTON","DC","200042401","2024-02-29","6043.38","FOOD AND BEVERAGE",,
"SB17","C00473827","Friends Of Mike Lee Inc","BA228F62E0ECE404D84C","ORG","HILL COUNTRY BBQ","401 F ST NW",,"WASHINGTON","DC","200012637","2024-03-01","173.37","FOOD AND BEVERAGE",,
"SB17","C00473827","Friends Of Mike Lee Inc","B80177EB1E36E4C7882A","ORG","CHARLIE PALMER STEAK","101 CONSTITUTION AVE NW",,"WASHINGTON","DC","200012133","2024-03-18","683.26","FOOD AND BEVERAGE",,
"SB17","C00473827","Friends Of Mike Lee Inc","B23A62819F6C04CAA9B4","ORG","US SENATE CAFE","DIRKSEN SENATE OFFICE BUILDING",,"WASHINGTON","DC","20050","2024-03-19","219.8","FOOD AND BEVERAGE",,
"SB17","C00473827","Friends Of Mike Lee Inc","B3A4E42562C4F418DA18","ORG","HILL COUNTRY BARBECUE","410 7TH ST NW",,"WASHINGTON","DC","200042217","2024-02-09","202.83","FOOD AND BEVERAGE","X",
"SB17","C00473827","Friends Of Mike Lee Inc","B0EE1602558B1496FB50","ORG","OYAMEL","401 7TH ST NW",,"WASHINGTON","DC","200042202","2024-02-11","215.9","FOOD AND BEVERAGE","X",
"SB17","C00496760","Amodei For Nevada","SB17.28315","ORG","We the Pizza","305 Pennsylvania Avenue",,"Washington","DC","20003","2024-03-21","239.82","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28318","ORG","Baked & Wired","1052 Thomas Jefferson St NW",,"Washington","DC","20007","2024-03-22","260.34","Contributor relations - meals & entertainment",,
"SB17","C00226928","Pallone For Congress","500278387","ORG","Charlie Palmer Steak House","101 Constitution Ave NW",,"Washington","DC","200012133","2023-12-01","604.8","Food and Beverage","X","*"
"SB17","C00496760","Amodei For Nevada","SB17.28169","ORG","Capitol Hill Club","300 First Street SE",,"Washington","DC","20003","2024-01-16","653.1","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28170","ORG","Capitol Hill Club","300 First Street SE",,"Washington","DC","20003","2024-01-16","258.25","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28249","ORG","Capitol Hill Club","300 First Street SE",,"Washington","DC","20003","2024-02-16","164.85","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28250","ORG","Capitol Hill Club","300 First Street SE",,"Washington","DC","20003","2024-02-16","149.17","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28303","ORG","Capitol Hill Club","300 First Street SE",,"Washington","DC","20003","2024-03-18","583.19","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28304","ORG","Capitol Hill Club","300 First Street SE",,"Washington","DC","20003","2024-03-18","529","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28159","ORG","Hunan Dynasty Restaurant","215 PENNSYLVANIA AVE SE",,"Washington","DC","20003","2024-01-10","60","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28182","ORG","Hunan Dynasty Restaurant","215 PENNSYLVANIA AVE SE",,"Washington","DC","20003","2024-01-18","60","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28231","ORG","Hunan Dynasty Restaurant","215 PENNSYLVANIA AVE SE",,"Washington","DC","20003","2024-02-06","62","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28320","ORG","Pete's Diner","212 2nd St. SE",,"Washington","DC","20003","2024-03-22","46.19","Contributor relations - meals & entertainment",,
"SB17","C00496760","Amodei For Nevada","SB17.28220","ORG","Ristorante Tosca","1112 F St NW",,"Washington","DC","20004","2024-01-31","1250","Contributor relations - meals & entertainment",,
"SB17","C00226928","Pallone For Congress","500278396","ORG","Hamilton's Bar & Grill","233 2nd St NW",,"Washington","DC","200012136","2023-12-01","304.6","Food and Beverage","X","*"
"SB17","C00226928","Pallone For Congress","500278388","ORG","Carmine's","425 7th St NW",,"Washington","DC","200042229","2023-12-11","3500","Food and Beverage","X","*"
"SB17","C00226928","Pallone For Congress","500278389","ORG","Carmine's","425 7th St NW",,"Washington","DC","200042229","2023-12-11","3500","Food and Beverage","X","*"
"SB17","C00226928","Pallone For Congress","500278394","ORG","Wok & Roll","604 H St NW",,"Washington","DC","200013732","2023-12-14","185.5","Food and Beverage","X","*"
"SB17","C00226928","Pallone For Congress","500278395","ORG","Wok & Roll","604 H St NW",,"Washington","DC","200013732","2023-12-14","94.5","Food and Beverage","X","*"
"SB17","C00226928","Pallone For Congress","500278541","ORG","Hine Restaurants LLC","1090 Vermont Ave NW",,"Washington","DC","200054905","2024-01-09","1031.25","Food and Beverage","X","*"
"SB17","C00226928","Pallone For Congress","500278542","ORG","Carmine's","425 7th St NW",,"Washington","DC","200042229","2024-01-10","820.05","Food and Beverage","X","*"
"SB17","C00226928","Pallone For Congress","500278653","ORG","USHR Catering","50 Independence Ave SW",,"Washington","DC","205156006","2024-02-12","336","Food and Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501144515","ORG","Corner Bakery","500 N Capitol St NW",,"Washington","DC","200011531","2024-01-27","520.55","Fundraiser - Food & Beverage","X","*"
"SB17","C00434191","Himes For Congress","500517836","ORG","Bistro Cacao","316 Massachusetts Ave NE",,"Washington","DC","200025702","2023-12-14","1131.97","Meals","X","*"
"SB17","C00434191","Himes For Congress","500517859","ORG","ililil Restaurant","100 District Sq SW",,"Washington","DC","200242807","2023-12-11","2310","Meals","X","*"
"SB17","C00434191","Himes For Congress","500517959","ORG","We, The Pizza","305 Pennsylvania Ave SE",,"Washington","DC","200031148","2023-12-06","180.64","Meals","X","*"
"SB17","C00434191","Himes For Congress","500520575","ORG","Joselito Casa de Comidas","660 Pennsylvania Ave SE",,"Washington","DC","200034346","2024-02-14","1020","Meals","X","*"
"SB17","C00661868","Van Drew For Congress","SB17.979861.24","ORG","OLD EBBITT GRILL","675 15TH ST NW",,"WASHINGTON","DC","20005","2023-12-14","42.54","MEETING EXPENSE: MEALS","X",
"SB17","C00661868","Van Drew For Congress","SB17.979861.25","ORG","OLD EBBITT GRILL","675 15TH ST NW",,"WASHINGTON","DC","20005","2023-12-14","82.11","MEETING EXPENSE: MEALS","X",
"SB17","C00661868","Van Drew For Congress","SB17.979861.5","ORG","CAPITOL HILL CLUB","300 FIRST ST SE",,"WASHINGTON","DC","20003","2023-12-15","89.08","MEETING EXPENSE: MEALS","X",
"SB17","C00661868","Van Drew For Congress","SB17.989357.8","ORG","CAPITOL HILL CLUB","300 FIRST ST SE",,"WASHINGTON","DC","20003","2024-02-15","117.48","MEETING EXPENSE: MEALS","X",
"SB17","C00226522","Richard E Neal For Congress Committee","501144483","ORG","Del Mar","791 Wharf St SW",,"Washington","DC","200243433","2024-01-27","6389.02","Fundraiser - Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501144516","ORG","Kimpton Hotel George","15 E St NW",,"Washington","DC","200011501","2024-01-27","2525.36","Fundraiser - Event Space, Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501144517","ORG","Love, Makoto","200 Massachusetts Ave NW",,"Washington","DC","200011429","2024-01-27","3624.25","Fundraiser - Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501144520","ORG","The Henri Restaurant","1301 Pennsylvania Ave NW",,"Washington","DC","200041701","2024-01-27","800","Fundraiser - Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501155853","ORG","Bistro Bis","15 E St NW",,"Washington","DC","200011501","2024-02-27","156.45","Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501156144","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2024-02-27","181.41","Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501156756","ORG","Fiola","601 Pennsylvania Ave NW",,"Washington","DC","200042601","2024-03-26","4253.75","Fundraiser - Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501156902","ORG","Kimpton Hotel George","15 E St NW",,"Washington","DC","200011501","2024-03-26","400","Fundraiser - Event Space, Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501156140","ORG","The Henri Restaurant","1301 Pennsylvania Ave NW",,"Washington","DC","200041701","2024-02-27","3564.8","Fundraiser - Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501156952","ORG","The Henri Restaurant","1301 Pennsylvania Ave NW",,"Washington","DC","200041701","2024-03-26","1100","Fundraiser - Food & Beverage","X","*"
"SB17","C00226522","Richard E Neal For Congress Committee","501156141","ORG","Trattoria Alberto","506 8th Steeet SE",,"Washington","DC","20003","2024-02-27","4120.8","Fundraiser - Food & Beverage","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","501156420","ORG","National Democratic Club","30 Ivy St SE",,"Washington","DC","200034006","2024-02-27","296.82","Officially Connected - Food & Beverage","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","501151643","ORG","Del Frisco","950 I St NW","# 501","Washington","DC","200014959","2024-01-27","8620.37","Officially Connected Food & Beverage","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","501156417","ORG","W Millar Catering","1335 14th St NW",,"Washington","DC","200053610","2024-02-27","341.88","Officially Connected - Food & Beverage","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","501151642","ORG","USHR Catering","217 FORD HOB",,"Washington","DC","205150001","2024-01-27","5222.5","Officially Connected Food & Beverage","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","501160921","ORG","Ristorante La Perla of DC","2600 Pennsylvania Ave NW",,"Washington","DC","200371609","2024-03-26","957.33","Officially Connected Food & Beverage","X","*"
"SB21","C00226522","Richard E Neal For Congress Committee","501156407","ORG","Drizly","1212 New York Ave NW",,"Washington","DC","200053987","2024-02-27","254.42","Officially Connected - Food & Beverage","X","*"
"SB21","C00412304","Montanans For Tester","500343567","ORG","US Senate Restaurants","US Capitol Building Room S-110",,"Washington","DC","205100001","2024-01-24","27.6","Catering/meals-Officially connected","X","*"
"SB17","C00303305","Pete Sessions For Congress","B02204CC122A740C5AAA","ORG","Capital Grille","601 Pennsylvania Avenue NW",,"Washington","DC","200042601","2024-02-13","1302.6","Fundraiser Meal","X",
"SB17","C00303305","Pete Sessions For Congress","BF070C8B955284D23820","ORG","We the Pizza","305  Pennsylvania Avenue SE",,"Washington","DC","200031148","2024-01-09","717.96","Meeting Meal Expense","X",
"SB17","C00303305","Pete Sessions For Congress","BFB3B7D2381224B42AE4","ORG","Capital Grille","601 Pennsylvania Avenue NW",,"Washington","DC","200042601","2024-01-29","734.5","Fundraiser Meal","X",
"SB17","C00412304","Montanans For Tester","500343703","ORG","Bistro Cacao","320 Massachusetts Ave NE",,"Washington","DC","200025702","2024-01-24","233","Catering / Meals","X","*"
"SB17","C00412304","Montanans For Tester","500343574","ORG","Bistro Cacao","320 Massachusetts Ave NE",,"Washington","DC","200025702","2024-01-24","627.5","Catering / Meals","X","*"
"SB17","C00412304","Montanans For Tester","500343590","ORG","Bistro Cacao","320 Massachusetts Ave NE",,"Washington","DC","200025702","2024-01-24","1376","Catering / Meals","X","*"
"SB17","C00412304","Montanans For Tester","500343591","ORG","Bistro Cacao","320 Massachusetts Ave NE",,"Washington","DC","200025702","2024-01-24","1782.5","Catering / Meals","X","*"
"SB17","C00412304","Montanans For Tester","500343595","ORG","Bistro Cacao","320 Massachusetts Ave NE",,"Washington","DC","200025702","2024-01-24","1732.5","Catering / Meals","X","*"
