LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Baltimore City,07,43,027-024,REPUBLICAN,3,0,0,0,17
Baltimore City,07,43,027-024,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,43,027-025,DEMOCRAT,180,159,4,15,1102
Baltimore City,07,43,027-025,GREEN,0,0,0,1,0
Baltimore City,07,43,027-025,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43,027-025,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,43,027-025,REPUBLICAN,2,4,0,0,41
Baltimore City,07,43,027-025,UNAFFILIATED,0,0,0,4,0
Baltimore City,07,43,027-026,DEMOCRAT,124,135,4,58,749
Baltimore City,07,43,027-026,GREEN,0,0,0,1,0
Baltimore City,07,43,027-026,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43,027-026,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,43,027-026,REPUBLICAN,1,4,0,2,30
Baltimore City,07,43,027-026,UNAFFILIATED,0,0,0,5,0
Baltimore City,07,43,027-027,DEMOCRAT,178,171,9,133,1414
Baltimore City,07,43,027-027,GREEN,0,0,0,0,0
Baltimore City,07,43,027-027,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43,027-027,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,43,027-027,REPUBLICAN,0,4,0,1,33
Baltimore City,07,43,027-027,UNAFFILIATED,0,0,0,7,0
Baltimore City,07,43,027-028,DEMOCRAT,146,151,7,10,1121
Baltimore City,07,43,027-028,GREEN,0,0,0,0,0
Baltimore City,07,43,027-028,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43,027-028,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,43,027-028,REPUBLICAN,1,0,2,1,36
Baltimore City,07,43,027-028,UNAFFILIATED,0,0,0,3,0
Baltimore City,07,43,027-029,DEMOCRAT,94,74,3,4,775
Baltimore City,07,43,027-029,GREEN,0,0,0,0,0
Baltimore City,07,43,027-029,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43,027-029,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,43,027-029,REPUBLICAN,1,1,0,1,25
Baltimore City,07,43,027-029,UNAFFILIATED,0,0,0,2,0
Baltimore City,07,43,027-030,DEMOCRAT,167,156,6,11,1181
Baltimore City,07,43,027-030,GREEN,0,0,0,0,0
Baltimore City,07,43,027-030,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43,027-030,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,43,027-030,REPUBLICAN,3,3,0,0,26
Baltimore City,07,43,027-030,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,43,027-031,DEMOCRAT,331,191,4,12,1872
Baltimore City,07,43,027-031,GREEN,0,0,0,0,0
Baltimore City,07,43,027-031,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43,027-031,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,43,027-031,REPUBLICAN,3,3,0,0,63
Baltimore City,07,43,027-031,UNAFFILIATED,0,0,0,3,0
Baltimore City,03,43,027-032,DEMOCRAT,401,188,12,17,1801
Baltimore City,03,43,027-032,GREEN,0,0,0,0,0
Baltimore City,03,43,027-032,LIBERTARIAN,0,0,0,1,0
Baltimore City,03,43,027-032,OTHER PARTIES,0,0,0,1,0
Baltimore City,03,43,027-032,REPUBLICAN,12,2,0,0,165
Baltimore City,03,43,027-032,UNAFFILIATED,0,0,0,3,0
Baltimore City,07,43,027-033,DEMOCRAT,394,236,9,14,1884
Baltimore City,07,43,027-033,GREEN,0,0,0,0,0
Baltimore City,07,43,027-033,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43,027-033,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,43,027-033,REPUBLICAN,6,3,1,0,110
Baltimore City,07,43,027-033,UNAFFILIATED,0,0,0,5,0
Baltimore City,07,43,027-034,DEMOCRAT,193,76,5,7,1231
Baltimore City,07,43,027-034,GREEN,0,0,0,0,0
Baltimore City,07,43,027-034,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43,027-034,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,43,027-034,REPUBLICAN,3,4,0,2,47
Baltimore City,07,43,027-034,UNAFFILIATED,0,0,0,3,0
Baltimore City,07,43,027-035,DEMOCRAT,222,248,8,11,2448
Baltimore City,07,43,027-035,GREEN,0,0,0,0,0
Baltimore City,07,43,027-035,LIBERTARIAN,0,0,0,1,0
Baltimore City,07,43,027-035,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,43,027-035,REPUBLICAN,2,1,0,0,75
Baltimore City,07,43,027-035,UNAFFILIATED,0,0,0,3,0
Baltimore City,07,43,027-036,DEMOCRAT,95,58,1,1,781
Baltimore City,07,43,027-036,GREEN,0,0,0,0,0
Baltimore City,07,43,027-036,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,43,027-036,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,43,027-036,REPUBLICAN,3,0,0,0,27
Baltimore City,07,43,027-036,UNAFFILIATED,0,0,0,5,0
Baltimore City,03,43,027-037,DEMOCRAT,111,61,8,1,447
Baltimore City,03,43,027-037,GREEN,0,0,0,0,0
Baltimore City,03,43,027-037,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,43,027-037,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,43,027-037,REPUBLICAN,9,1,0,0,106
Baltimore City,03,43,027-037,UNAFFILIATED,0,0,0,0,0
Baltimore City,03,43,027-038,DEMOCRAT,245,97,7,12,948
Baltimore City,03,43,027-038,GREEN,0,0,0,1,0
Baltimore City,03,43,027-038,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,43,027-038,OTHER PARTIES,0,0,0,1,0
Baltimore City,03,43,027-038,REPUBLICAN,7,1,0,0,144
Baltimore City,03,43,027-038,UNAFFILIATED,0,0,0,4,0
Baltimore City,03,43,027-039,DEMOCRAT,247,47,8,14,535
Baltimore City,03,43,027-039,GREEN,0,0,0,0,0
Baltimore City,03,43,027-039,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,43,027-039,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,43,027-039,REPUBLICAN,18,1,1,2,144
Baltimore City,03,43,027-039,UNAFFILIATED,0,0,0,6,0
Baltimore City,03,43,027-040,DEMOCRAT,398,80,13,5,912
Baltimore City,03,43,027-040,GREEN,0,0,0,0,0
Baltimore City,03,43,027-040,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,43,027-040,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,43,027-040,REPUBLICAN,27,5,0,0,267
Baltimore City,03,43,027-040,UNAFFILIATED,0,0,0,7,0
Baltimore City,03,43,027-041,DEMOCRAT,402,152,44,13,1227
Baltimore City,03,43,027-041,GREEN,0,0,0,0,0
Baltimore City,03,43,027-041,LIBERTARIAN,0,0,0,1,0
Baltimore City,03,43,027-041,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,43,027-041,REPUBLICAN,25,4,5,0,299
Baltimore City,03,43,027-041,UNAFFILIATED,0,0,0,4,0
Baltimore City,03,41,027-042,DEMOCRAT,420,98,26,12,1089
Baltimore City,03,41,027-042,GREEN,0,0,0,1,0
Baltimore City,03,41,027-042,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-042,OTHER PARTIES,0,0,0,1,0
Baltimore City,03,41,027-042,REPUBLICAN,30,3,0,0,273
Baltimore City,03,41,027-042,UNAFFILIATED,0,0,0,6,0
Baltimore City,03,41,027-043,DEMOCRAT,220,75,20,4,560
Baltimore City,03,41,027-043,GREEN,0,0,0,0,0
Baltimore City,03,41,027-043,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-043,OTHER PARTIES,0,0,0,1,0
Baltimore City,03,41,027-043,REPUBLICAN,7,2,1,1,80
Baltimore City,03,41,027-043,UNAFFILIATED,0,0,0,2,0
Baltimore City,03,41,027-044,DEMOCRAT,372,88,33,14,883
Baltimore City,03,41,027-044,GREEN,0,0,0,0,0
Baltimore City,03,41,027-044,LIBERTARIAN,0,0,0,1,0
Baltimore City,03,41,027-044,OTHER PARTIES,0,0,0,1,0
Baltimore City,03,41,027-044,REPUBLICAN,20,3,0,0,143
Baltimore City,03,41,027-044,UNAFFILIATED,0,0,0,2,0
Baltimore City,03,41,027-045,DEMOCRAT,522,108,39,9,1221
Baltimore City,03,41,027-045,GREEN,0,0,0,0,0
Baltimore City,03,41,027-045,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-045,OTHER PARTIES,0,0,0,1,0
Baltimore City,03,41,027-045,REPUBLICAN,19,2,1,0,183
Baltimore City,03,41,027-045,UNAFFILIATED,0,0,0,8,0
Baltimore City,03,41,027-046,DEMOCRAT,260,68,22,5,609
Baltimore City,03,41,027-046,GREEN,0,0,0,0,0
Baltimore City,03,41,027-046,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-046,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,41,027-046,REPUBLICAN,7,0,1,0,89
Baltimore City,03,41,027-046,UNAFFILIATED,0,0,0,5,0
Baltimore City,03,41,027-047,DEMOCRAT,220,24,6,23,741
Baltimore City,03,41,027-047,GREEN,0,0,0,0,0
Baltimore City,03,41,027-047,LIBERTARIAN,0,0,0,1,0
Baltimore City,03,41,027-047,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,41,027-047,REPUBLICAN,17,0,0,5,106
Baltimore City,03,41,027-047,UNAFFILIATED,0,0,0,5,0
Baltimore City,07,41,027-048,DEMOCRAT,182,110,20,5,742
Baltimore City,07,41,027-048,GREEN,0,0,0,0,0
Baltimore City,07,41,027-048,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-048,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,027-048,REPUBLICAN,6,1,1,0,40
Baltimore City,07,41,027-048,UNAFFILIATED,0,0,0,3,0
Baltimore City,03,41,027-049,DEMOCRAT,731,307,81,10,2084
Baltimore City,03,41,027-049,GREEN,0,0,0,0,0
Baltimore City,03,41,027-049,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-049,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,41,027-049,REPUBLICAN,21,6,7,3,254
Baltimore City,03,41,027-049,UNAFFILIATED,0,0,0,7,0
Baltimore City,03,41,027-050,DEMOCRAT,385,136,8,5,927
Baltimore City,03,41,027-050,GREEN,0,0,0,0,0
Baltimore City,03,41,027-050,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-050,OTHER PARTIES,0,0,0,1,0
Baltimore City,03,41,027-050,REPUBLICAN,16,1,0,0,62
Baltimore City,03,41,027-050,UNAFFILIATED,0,0,0,1,0
Baltimore City,07,41,027-051,DEMOCRAT,43,19,24,9,209
Baltimore City,07,41,027-051,GREEN,0,0,0,0,0
Baltimore City,07,41,027-051,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-051,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,027-051,REPUBLICAN,3,0,0,0,18
Baltimore City,07,41,027-051,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,41,027-052,DEMOCRAT,256,201,11,8,2280
Baltimore City,07,41,027-052,GREEN,0,0,0,0,0
Baltimore City,07,41,027-052,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-052,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,027-052,REPUBLICAN,4,1,0,0,69
Baltimore City,07,41,027-052,UNAFFILIATED,0,0,0,3,0
Baltimore City,07,40,027-053,DEMOCRAT,162,85,7,8,1321
Baltimore City,07,40,027-053,GREEN,0,0,0,0,0
Baltimore City,07,40,027-053,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,40,027-053,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,40,027-053,REPUBLICAN,2,0,0,0,40
Baltimore City,07,40,027-053,UNAFFILIATED,0,0,0,1,0
Baltimore City,07,40,027-054,DEMOCRAT,48,23,0,6,477
Baltimore City,07,40,027-054,GREEN,0,0,0,0,0
Baltimore City,07,40,027-054,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,40,027-054,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,40,027-054,REPUBLICAN,1,0,0,2,25
Baltimore City,07,40,027-054,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,41,027-055,DEMOCRAT,85,26,1,8,664
Baltimore City,07,41,027-055,GREEN,0,0,0,0,0
Baltimore City,07,41,027-055,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-055,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,027-055,REPUBLICAN,1,3,0,1,34
Baltimore City,07,41,027-055,UNAFFILIATED,0,0,0,3,0
Baltimore City,07,41,027-056,DEMOCRAT,84,55,4,1,805
Baltimore City,07,41,027-056,GREEN,0,0,0,0,0
Baltimore City,07,41,027-056,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-056,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,027-056,REPUBLICAN,0,0,0,1,28
Baltimore City,07,41,027-056,UNAFFILIATED,0,0,0,1,0
Baltimore City,07,41,027-057,DEMOCRAT,122,197,5,14,1693
Baltimore City,07,41,027-057,GREEN,0,0,0,0,0
Baltimore City,07,41,027-057,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-057,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,027-057,REPUBLICAN,0,3,0,0,58
Baltimore City,07,41,027-057,UNAFFILIATED,0,0,0,5,0
Baltimore City,07,41,027-058,DEMOCRAT,62,27,1,3,552
Baltimore City,07,41,027-058,GREEN,0,0,0,0,0
Baltimore City,07,41,027-058,LIBERTARIAN,0,0,0,1,0
Baltimore City,07,41,027-058,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,027-058,REPUBLICAN,0,1,0,0,16
Baltimore City,07,41,027-058,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,41,027-059,DEMOCRAT,68,83,3,47,804
Baltimore City,07,41,027-059,GREEN,0,0,0,1,0
Baltimore City,07,41,027-059,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-059,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,027-059,REPUBLICAN,0,1,0,2,32
Baltimore City,07,41,027-059,UNAFFILIATED,0,0,0,4,0
Baltimore City,07,41,027-060,DEMOCRAT,198,231,4,46,1270
Baltimore City,07,41,027-060,GREEN,0,0,0,0,0
Baltimore City,07,41,027-060,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-060,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,027-060,REPUBLICAN,7,5,0,2,110
Baltimore City,07,41,027-060,UNAFFILIATED,0,0,0,1,0
Baltimore City,07,41,027-061,DEMOCRAT,90,67,3,3,616
Baltimore City,07,41,027-061,GREEN,0,0,0,0,0
Baltimore City,07,41,027-061,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,027-061,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,027-061,REPUBLICAN,1,0,1,0,39
Baltimore City,07,41,027-061,UNAFFILIATED,0,0,0,4,0
Baltimore City,03,41,027-062,DEMOCRAT,215,217,28,4,1343
Baltimore City,03,41,027-062,GREEN,0,0,0,0,0
Baltimore City,03,41,027-062,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-062,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,41,027-062,REPUBLICAN,19,11,1,0,263
Baltimore City,03,41,027-062,UNAFFILIATED,0,0,0,4,0
Baltimore City,03,41,027-063,DEMOCRAT,273,193,15,12,1384
Baltimore City,03,41,027-063,GREEN,0,0,0,0,0
Baltimore City,03,41,027-063,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-063,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,41,027-063,REPUBLICAN,20,9,1,4,219
Baltimore City,03,41,027-063,UNAFFILIATED,0,0,0,2,0
Baltimore City,03,41,027-064,DEMOCRAT,311,239,18,19,1137
Baltimore City,03,41,027-064,GREEN,0,0,0,0,0
Baltimore City,03,41,027-064,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-064,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,41,027-064,REPUBLICAN,27,4,2,4,313
Baltimore City,03,41,027-064,UNAFFILIATED,0,0,0,1,0
Baltimore City,03,41,027-065,DEMOCRAT,422,364,44,20,1846
Baltimore City,03,41,027-065,GREEN,0,0,0,0,0
Baltimore City,03,41,027-065,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-065,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,41,027-065,REPUBLICAN,36,8,1,4,552
Baltimore City,03,41,027-065,UNAFFILIATED,0,0,0,3,0
Baltimore City,03,41,027-066,DEMOCRAT,350,381,43,26,1509
Baltimore City,03,41,027-066,GREEN,0,0,0,0,0
Baltimore City,03,41,027-066,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-066,OTHER PARTIES,0,0,0,1,0
Baltimore City,03,41,027-066,REPUBLICAN,25,8,4,8,416
Baltimore City,03,41,027-066,UNAFFILIATED,0,0,0,12,0
Baltimore City,03,41,027-067,DEMOCRAT,282,193,36,3,1579
Baltimore City,03,41,027-067,GREEN,0,0,0,0,0
Baltimore City,03,41,027-067,LIBERTARIAN,0,0,0,0,0
Baltimore City,03,41,027-067,OTHER PARTIES,0,0,0,0,0
Baltimore City,03,41,027-067,REPUBLICAN,16,5,0,0,211
Baltimore City,03,41,027-067,UNAFFILIATED,0,0,0,2,0
Baltimore City,07,41,028-001,DEMOCRAT,151,104,2,5,1113
Baltimore City,07,41,028-001,GREEN,0,0,0,0,0
Baltimore City,07,41,028-001,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-001,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-001,REPUBLICAN,2,1,0,0,40
Baltimore City,07,41,028-001,UNAFFILIATED,0,0,0,1,0
Baltimore City,07,41,028-002,DEMOCRAT,283,241,22,10,1799
Baltimore City,07,41,028-002,GREEN,0,0,0,0,0
Baltimore City,07,41,028-002,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-002,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-002,REPUBLICAN,2,3,0,2,62
Baltimore City,07,41,028-002,UNAFFILIATED,0,0,0,5,0
Baltimore City,07,41,028-003,DEMOCRAT,66,31,1,11,379
Baltimore City,07,41,028-003,GREEN,0,0,0,0,0
Baltimore City,07,41,028-003,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-003,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-003,REPUBLICAN,1,0,0,0,19
Baltimore City,07,41,028-003,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,41,028-004,DEMOCRAT,85,58,0,5,582
Baltimore City,07,41,028-004,GREEN,0,0,0,0,0
Baltimore City,07,41,028-004,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-004,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-004,REPUBLICAN,2,2,0,0,22
Baltimore City,07,41,028-004,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,41,028-005,DEMOCRAT,213,145,9,9,1403
Baltimore City,07,41,028-005,GREEN,0,0,0,0,0
Baltimore City,07,41,028-005,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-005,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-005,REPUBLICAN,6,2,0,0,41
Baltimore City,07,41,028-005,UNAFFILIATED,0,0,0,4,0
Baltimore City,07,41,028-006,DEMOCRAT,314,222,8,11,1993
Baltimore City,07,41,028-006,GREEN,0,0,0,1,0
Baltimore City,07,41,028-006,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-006,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-006,REPUBLICAN,1,2,0,1,57
Baltimore City,07,41,028-006,UNAFFILIATED,0,0,0,13,0
Baltimore City,07,41,028-007,DEMOCRAT,143,93,3,2,907
Baltimore City,07,41,028-007,GREEN,0,0,0,0,0
Baltimore City,07,41,028-007,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-007,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-007,REPUBLICAN,2,2,0,0,43
Baltimore City,07,41,028-007,UNAFFILIATED,0,0,0,3,0
Baltimore City,07,41,028-008,DEMOCRAT,184,134,8,1,1265
Baltimore City,07,41,028-008,GREEN,0,0,0,0,0
Baltimore City,07,41,028-008,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-008,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-008,REPUBLICAN,2,1,0,0,33
Baltimore City,07,41,028-008,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,41,028-009,DEMOCRAT,237,97,6,15,1557
Baltimore City,07,41,028-009,GREEN,0,0,0,0,0
Baltimore City,07,41,028-009,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-009,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-009,REPUBLICAN,6,0,0,0,72
Baltimore City,07,41,028-009,UNAFFILIATED,0,0,0,9,0
Baltimore City,07,41,028-010,DEMOCRAT,255,267,7,12,1672
Baltimore City,07,41,028-010,GREEN,0,0,0,1,0
Baltimore City,07,41,028-010,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-010,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-010,REPUBLICAN,4,3,0,2,80
Baltimore City,07,41,028-010,UNAFFILIATED,0,0,0,7,0
Baltimore City,07,41,028-011,DEMOCRAT,254,264,25,3,1699
Baltimore City,07,41,028-011,GREEN,0,0,0,1,0
Baltimore City,07,41,028-011,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-011,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-011,REPUBLICAN,5,2,0,0,74
Baltimore City,07,41,028-011,UNAFFILIATED,0,0,0,2,0
Baltimore City,07,41,028-012,DEMOCRAT,208,161,14,3,1072
Baltimore City,07,41,028-012,GREEN,0,0,0,0,0
Baltimore City,07,41,028-012,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-012,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-012,REPUBLICAN,12,2,1,0,93
Baltimore City,07,41,028-012,UNAFFILIATED,0,0,0,5,0
Baltimore City,07,44A,028-013,DEMOCRAT,121,121,61,72,1191
Baltimore City,07,44A,028-013,GREEN,0,0,0,0,0
Baltimore City,07,44A,028-013,LIBERTARIAN,0,0,0,1,0
Baltimore City,07,44A,028-013,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,44A,028-013,REPUBLICAN,0,2,2,1,43
Baltimore City,07,44A,028-013,UNAFFILIATED,0,0,0,3,0
Baltimore City,07,44A,028-014,DEMOCRAT,54,39,1,3,482
Baltimore City,07,44A,028-014,GREEN,0,0,0,0,0
Baltimore City,07,44A,028-014,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,44A,028-014,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,44A,028-014,REPUBLICAN,4,1,0,0,26
Baltimore City,07,44A,028-014,UNAFFILIATED,0,0,0,0,0
Baltimore City,07,44A,028-015,DEMOCRAT,238,91,34,9,1390
Baltimore City,07,44A,028-015,GREEN,0,0,0,0,0
Baltimore City,07,44A,028-015,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,44A,028-015,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,44A,028-015,REPUBLICAN,17,2,3,0,169
Baltimore City,07,44A,028-015,UNAFFILIATED,0,0,0,5,0
Baltimore City,,,Unable to Determine,DEMOCRAT,0,0,0,53,
Baltimore City,,,Unable to Determine,GREEN,0,0,0,4,
Baltimore City,,,Unable to Determine,LIBERTARIAN,0,0,0,7,
Baltimore City,,,Unable to Determine,OTHER PARTIES,0,0,0,4,
Baltimore City,,,Unable to Determine,REPUBLICAN,0,0,0,7,
Baltimore City,,,Unable to Determine,UNAFFILIATED,0,0,0,78,
Baltimore County,07,44B,001-001,DEMOCRAT,438,392,10,12,3292
Baltimore County,07,44B,001-001,GREEN,0,0,0,0,9
Baltimore County,07,44B,001-001,LIBERTARIAN,3,0,0,0,19
Baltimore County,07,44B,001-001,OTHER PARTIES,1,1,0,0,25
Baltimore County,07,44B,001-001,REPUBLICAN,22,15,0,2,245
Baltimore County,07,44B,001-001,UNAFFILIATED,17,11,1,2,479
Baltimore County,07,10,001-002,DEMOCRAT,228,136,5,6,1477
Baltimore County,07,10,001-002,GREEN,0,0,0,0,3
Baltimore County,07,10,001-002,LIBERTARIAN,0,0,0,0,2
Baltimore County,07,10,001-002,OTHER PARTIES,1,0,0,0,8
Baltimore County,07,10,001-002,REPUBLICAN,15,4,1,1,148
Baltimore County,07,10,001-002,UNAFFILIATED,16,2,1,1,232
Baltimore County,07,44B,001-003,DEMOCRAT,521,289,19,12,2162
Baltimore County,07,44B,001-003,GREEN,0,0,0,0,10
Baltimore County,07,44B,001-003,LIBERTARIAN,0,0,0,0,14
Baltimore County,07,44B,001-003,OTHER PARTIES,2,1,0,0,31
Baltimore County,07,44B,001-003,REPUBLICAN,65,22,1,2,472
Baltimore County,07,44B,001-003,UNAFFILIATED,20,4,0,6,507
Baltimore County,07,44B,001-004,DEMOCRAT,547,353,33,17,2714
Baltimore County,07,44B,001-004,GREEN,0,0,0,0,9
Baltimore County,07,44B,001-004,LIBERTARIAN,1,0,0,0,19
Baltimore County,07,44B,001-004,OTHER PARTIES,0,1,0,0,37
Baltimore County,07,44B,001-004,REPUBLICAN,55,20,2,1,518
Baltimore County,07,44B,001-004,UNAFFILIATED,30,11,0,3,582
Baltimore County,07,44B,001-005,DEMOCRAT,516,229,10,14,2748
Baltimore County,07,44B,001-005,GREEN,1,0,0,0,6
Baltimore County,07,44B,001-005,LIBERTARIAN,0,1,0,0,12
Baltimore County,07,44B,001-005,OTHER PARTIES,2,1,0,0,21
Baltimore County,07,44B,001-005,REPUBLICAN,56,28,0,0,449
Baltimore County,07,44B,001-005,UNAFFILIATED,18,8,1,0,524
Baltimore County,07,44B,001-006,DEMOCRAT,567,253,3,7,3230
Baltimore County,07,44B,001-006,GREEN,1,0,0,0,8
Baltimore County,07,44B,001-006,LIBERTARIAN,0,0,0,0,8
Baltimore County,07,44B,001-006,OTHER PARTIES,2,0,1,0,16
Baltimore County,07,44B,001-006,REPUBLICAN,32,13,1,1,198
Baltimore County,07,44B,001-006,UNAFFILIATED,16,2,0,3,416
Baltimore County,07,44B,001-007,DEMOCRAT,239,67,2,4,1210
Baltimore County,07,44B,001-007,GREEN,0,0,0,0,6
Baltimore County,07,44B,001-007,LIBERTARIAN,0,0,0,0,15
Baltimore County,07,44B,001-007,OTHER PARTIES,0,0,0,0,15
Baltimore County,07,44B,001-007,REPUBLICAN,42,11,0,0,335
Baltimore County,07,44B,001-007,UNAFFILIATED,12,3,0,0,302
Baltimore County,07,44B,001-008,DEMOCRAT,428,177,24,12,2022
Baltimore County,07,44B,001-008,GREEN,4,1,0,0,26
Baltimore County,07,44B,001-008,LIBERTARIAN,1,0,1,0,33
Baltimore County,07,44B,001-008,OTHER PARTIES,0,0,0,1,29
Baltimore County,07,44B,001-008,REPUBLICAN,77,42,3,0,930
Baltimore County,07,44B,001-008,UNAFFILIATED,18,10,3,0,820
Baltimore County,07,12,001-009,DEMOCRAT,327,121,20,10,1495
Baltimore County,07,12,001-009,GREEN,0,0,0,0,8
Baltimore County,07,12,001-009,LIBERTARIAN,1,0,0,0,19
