id,name,slug,amount,state,address,city,zip,naics_code,business_type,race,gender,veteran,non_profit,jobs_retained,date_approved,lender,congressional_district,loan_range_sort_key,previous_loan_range,previous_name,loan_number,sba_office_code,processing_method,loan_status,term,sba_guaranty_percentage,initial_approval_amount,current_approval_amount,undisbursed_amount,franchise_name,servicing_lender_location_id,servicing_lender_name,servicing_lender_address,servicing_lender_city,servicing_lender_state,servicing_lender_zip,rural_urban_indicator,hubzone_indicator,business_age_description,project_city,project_county_name,project_state,project_zip,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,originating_lender_city,originating_lender_state,loan_status_date,originating_lender_location_id,old_slug,lmi_indicator,unmatched_original,unmatched_updated,previous_jobs_reported,ethnicity,forgiveness_amount,forgiveness_date
105066713,"MULTI-MEDIA COMMUNICATIONS, INC",multi-media-communications-inc-1488367201,10100,WV,581 Quaint Swan Dale Drive,MARTINSBURG,25404,512110,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,NA,2,2020-04-15,First United Bank & Trust,WV-02,NA,NA,NA,1488367201,390,PPP,Paid in Full,24,100,10100,10100,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25404-0001,NA,10100,NA,NA,NA,NA,NA,OAKLAND,MD,2021-04-17,30767,NA,N,NA,NA,NA,Not Hispanic or Latino,10186.97,2021-03-01
105068126,"CONSTRUCTION TECHNOLOGIES, INC.",construction-technologies-inc-8402657109,8400,WV,445 Quaint Swan Dale Drive,Martinsburg,25404,453998,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,NA,1,2020-04-15,"Readycap Lending, LLC",WV-02,NA,NA,NA,8402657109,390,PPP,Paid in Full,24,100,8400,8400,0,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-0001,NA,8400,NA,NA,NA,NA,NA,BERKELEY HEIGHTS,NJ,2021-05-25,499141,NA,N,NA,NA,NA,Unknown/NotStated,8475.48,2021-04-02
105066738,BARBARA HORN,barbara-horn-8863627310,10100,WV,811 Trent Arden Ct,Martinsburg,25405,541213,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2020-05-01,First United Bank & Trust,WV-02,NA,NA,NA,8863627310,390,PPP,Exemption 4,24,100,10100,10100,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-0001,NA,10100,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,N,NA,NA,NA,Unknown/NotStated,10211.94,2021-06-16
105070743,STEVEN R HEDRICK,steven-r-hedrick-1184538800,5775,WV,267 Breakaway Dr,Hedgesville,25427-5158,236118,Independent Contractors,White,Male Owned,Non-Veteran,NA,1,2021-04-09,Manufacturers and Traders Trust Company,WV-02,NA,NA,NA,1184538800,390,PPS,Exemption 4,60,100,5775,5775,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,R,N,Existing or more than 2 years old,Hedgesville,BERKELEY,WV,25427-5158,NA,5775,NA,NA,NA,NA,NA,BUFFALO,NY,NA,46391,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105062898,CHERYL ADAMS,cheryl-adams-2003809006,15654,WV,Revolution Drive N/A,Bunker Hill,25413,484110,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-05-14,"Leader Bank, National Association",WV-02,NA,NA,NA,2003809006,390,PPP,Exemption 4,60,100,15654,15654,0,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,R,N,Existing or more than 2 years old,Bunker Hill,BERKELEY,WV,25413,NA,15654,NA,NA,NA,NA,NA,ARLINGTON,MA,NA,262380,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105064523,MARK WHIPPLE,mark-whipple-9395719003,13045,WV,1948 Shepherdstown Rd,Martinsburg,25404-1382,561790,Independent Contractors,Unanswered,Male Owned,Non-Veteran,NA,1,2021-05-29,"BSD Capital, LLC dba Lendistry",WV-02,NA,NA,NA,9395719003,390,PPP,Active Un-Disbursed,60,100,13045,13045,13045,NA,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 232,Laguna Hills,CA,92653,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-1382,NA,13045,NA,NA,NA,NA,NA,Brea,CA,2021-05-29,514546,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105064879,DERON AKOI,deron-akoi-1567828910,12500,WV,220 Rubens Cir,Martinsburg,25403-8394,711410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-04-26,"Prestamos CDFI, LLC",WV-02,NA,NA,NA,1567828910,390,PPP,Exemption 4,60,100,12500,12500,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25403-8394,1,12495,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105048352,PATTERSON&#X2019;S DRUG STORE INC.,patterson-x2019-s-drug-store-inc-1683637107,84400,WV,134 SOUTH QUEEN ST,MARTINSBURG,25401-3316,446110,Corporation,Unanswered,Unanswered,Unanswered,NA,15,2020-04-10,City National Bank of West Virginia,WV-02,NA,NA,NA,1683637107,390,PPP,Paid in Full,24,100,84400,84400,0,NA,74995,City National Bank of West Virginia,3601 MacCorkle Ave SE,CHARLESTON,WV,25304-1421,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-3316,2600,67550,NA,10000,NA,NA,4250,CHARLESTON,WV,2021-06-17,74995,NA,Y,NA,NA,NA,Unknown/NotStated,85342.47,2021-05-25
105053667,JUSTINA EKE,justina-eke-4261598402,36773.85,WV,1804 W King St Ste 200,Martinsburg,25401-2031,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,4,2021-02-06,"CNB Bank, Inc.",WV-02,NA,NA,NA,4261598402,390,PPS,Exemption 4,60,100,36773.85,36773.85,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-2031,1,36770.85,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105054041,"FIESTA TAPATIA- SPRING MILLS, INC.",fiesta-tapatia-spring-mills-inc-1584027106,35000,WV,5403 WILLIAMSPORT PIKE,MARTINSBURG,25404-6495,722511,Corporation,Unanswered,Male Owned,Unanswered,NA,12,2020-04-10,United Bank,WV-02,NA,NA,NA,1584027106,390,PPP,Paid in Full,24,100,35000,35000,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25404-6495,NA,35000,NA,NA,NA,NA,NA,FAIRFAX,VA,2021-02-20,73259,NA,N,NA,NA,NA,Hispanic or Latino,35265.42,2021-01-25
105060973,WAYNE YOUNG,wayne-young-4749058506,19285,WV,10 Diamante Dr,Inwood,25428-3836,812930,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,NA,1,2021-02-26,First United Bank & Trust,WV-02,NA,NA,NA,4749058506,390,PPP,Exemption 4,60,100,19285,19285,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-3836,NA,19283,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,N,NA,NA,NA,Not Hispanic or Latino,19339.64,2021-06-15
105066645,"TRISTATE FIRST AID, LLC",tristate-first-aid-llc-6267687801,10200,WV,223 DOUTY DR,HEDGESVILLE,25427-6352,423450,Partnership,Unanswered,Female Owned,Unanswered,NA,2,2020-06-01,City National Bank of West Virginia,WV-02,NA,NA,NA,6267687801,390,PPP,Paid in Full,24,100,10200,10200,0,NA,74995,City National Bank of West Virginia,3601 MacCorkle Ave SE,CHARLESTON,WV,25304-1421,R,N,Existing or more than 2 years old,HEDGESVILLE,BERKELEY,WV,25427-6352,NA,10200,NA,NA,NA,NA,NA,CHARLESTON,WV,2021-02-20,74995,NA,N,NA,NA,NA,Not Hispanic or Latino,10266.87,2021-01-28
105047672,THE KELLEY AGENCIES LLC,the-kelley-agencies-llc-7029257005,96985,WV,724 LAKEVIEW DR,MARTINSBURG,25401-2402,524210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,11,2020-04-07,AmeriServ Financial Bank,WV-02,NA,NA,NA,7029257005,390,PPP,Paid in Full,24,100,96985,96985,0,NA,60613,AmeriServ Financial Bank,216 Franklin St,JOHNSTOWN,PA,15901-1911,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-2402,NA,96985,NA,NA,NA,NA,NA,JOHNSTOWN,PA,2021-06-22,60613,NA,Y,NA,NA,NA,Unknown/NotStated,98063.79,2021-05-27
105048354,BUETTNER TIRE DISTRIBUTORS OF WV LLC,buettner-tire-distributors-of-wv-llc-4389397001,84400,WV,324 WINCHESTER AVE,MARTINSBURG,25401-2606,453998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,11,2020-04-03,"FNB Bank, Inc.",WV-02,NA,NA,NA,4389397001,390,PPP,Paid in Full,24,100,84400,84400,0,NA,75394,"FNB Bank, Inc.",105 N High St,ROMNEY,WV,26757-1620,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-2606,81740,NA,NA,NA,NA,2660,NA,ROMNEY,WV,2020-12-08,75394,NA,Y,NA,NA,NA,Unknown/NotStated,84927.5,2020-11-23
105053734,HISTORIC MCFARLAND HOUSE,historic-mcfarland-house-3308648408,36445.92,WV,409 S Queen St,Martinsburg,25401-3233,722511,Corporation,Unanswered,Female Owned,Unanswered,NA,4,2021-02-04,First United Bank & Trust,WV-02,NA,NA,NA,3308648408,390,PPS,Exemption 4,60,100,36445.92,36445.92,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-3233,1,36443.92,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
105062021,MARNA LLC,marna-llc-3307198500,17279.7,WV,39 Severna Pkwy,Martinsburg,25403-7507,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,6,2021-02-23,Bank of Charles Town,WV-02,NA,NA,NA,3307198500,390,PPS,Exemption 4,60,100,17279.7,17279.7,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25403-7507,1,17276.7,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105053544,"COTY'S AUTO BODY, INC",coty-s-auto-body-inc-5483777205,37400,WV,851 WILSON ST,MARTINSBURG,25401-1756,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,6,2020-04-27,United Bank,WV-02,NA,NA,NA,5483777205,390,PPP,Paid in Full,24,100,37400,37400,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-1756,NA,37400,NA,NA,NA,NA,NA,FAIRFAX,VA,2021-04-10,73259,NA,Y,NA,NA,NA,Unknown/NotStated,37721.02,2021-03-11
105066641,NEW HOPE CHURCH,new-hope-church-5181457208,10200,WV,61 Aluara Ct,Bunker Hill,25413,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,TRUE,1,2020-04-27,First United Bank & Trust,WV-02,NA,NA,NA,5181457208,390,PPP,Exemption 4,24,100,10200,10200,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,Bunker Hill,BERKELEY,WV,25413-0001,NA,10200,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105059967,EAST COAST PDR LLC,east-coast-pdr-llc-8930277204,20800,WV,307 Wendover Drive,Bunker Hill,25413,811121,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2020-04-28,First United Bank & Trust,WV-02,NA,NA,NA,8930277204,390,PPP,Paid in Full,24,100,20800,20800,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,New Business or 2 years or less,Bunker Hill,BERKELEY,WV,25413-0001,NA,20800,NA,NA,NA,NA,NA,OAKLAND,MD,2021-05-19,30767,NA,N,NA,NA,NA,Unknown/NotStated,20997.6,2021-04-15
105067179,AMANDA ALLAMONG,amanda-allamong-5871338908,9548,WV,53 Monroe St,Martinsburg,25404-3385,812112,Sole Proprietorship,Unanswered,Female Owned,Unanswered,NA,1,2021-04-30,United Bank,WV-02,NA,NA,NA,5871338908,390,PPS,Exemption 4,60,100,9548,9548,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-3385,1,9546,NA,NA,NA,NA,NA,FAIRFAX,VA,NA,73259,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105067610,HORNBY PUBLISHING LLC,hornby-publishing-llc-7732717210,9000,WV,1254 PO BOX,MARTINSBURG,25402-1254,511110,Corporation,Unanswered,Unanswered,Unanswered,NA,3,2020-04-28,Bank of Charles Town,WV-02,NA,NA,NA,7732717210,390,PPP,Paid in Full,24,100,9000,9000,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25402-1254,NA,9000,NA,NA,NA,NA,NA,CHARLES TOWN,WV,2021-01-21,75098,NA,N,NA,NA,NA,Unknown/NotStated,8040.89,2020-11-05
105070092,CYNTHIA SHARER,cynthia-sharer-9581298604,6313.95,WV,291 Triumphant Way,Falling Waters,25419-3595,624410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-26,"CNB Bank, Inc.",WV-02,NA,NA,NA,9581298604,390,PPP,Exemption 4,60,100,6313.95,6313.95,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Falling Waters,BERKELEY,WV,25419-3595,1,6308.95,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105072928,"TYPE, ET AL.",type-et-al-1971068201,3817,WV,178 Shadow Lane,MARTINSBURG,25403-6663,541910,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2020-07-31,"CNB Bank, Inc.",WV-02,NA,NA,NA,1971068201,390,PPP,Paid in Full,60,100,3817,3817,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25403-6663,NA,3817,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,2021-01-08,74975,NA,N,NA,NA,NA,Unknown/NotStated,3829.24,2020-12-02
105049125,BELLA NAPOLI INC,bella-napoli-inc-5612487209,73500,WV,785 MIDDLEWAY PIKE,INWOOD,25428-0101,722511,Corporation,White,Male Owned,Unanswered,NA,24,2020-04-27,United Bank,WV-02,NA,NA,NA,5612487209,390,PPP,Paid in Full,24,100,73500,73500,0,NA,73259,United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030-5049,R,N,Existing or more than 2 years old,INWOOD,BERKELEY,WV,25428-0101,NA,73500,NA,NA,NA,NA,NA,FAIRFAX,VA,2021-06-11,73259,NA,N,NA,NA,NA,Not Hispanic or Latino,74255.42,2021-05-11
105056435,EAGLE EYE HOMES & RENOVATIONS LLC,eagle-eye-homes-renovations-llc-7374507303,25500,WV,248 Basils Lane,Gerrardstown,25420,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,4,2020-04-30,First United Bank & Trust,WV-02,NA,NA,NA,7374507303,390,PPP,Exemption 4,24,100,25500,25500,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,Gerrardstown,BERKELEY,WV,25420-0001,NA,25500,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105058331,KRISTEN RUFFNER,kristen-ruffner-1535728801,20833,WV,673 Jenny Wren Dr,Martinsburg,25404-3916,454390,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-04-10,"CNB Bank, Inc.",WV-02,NA,NA,NA,1535728801,390,PPS,Exemption 4,60,100,20833,20833,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25404-3916,1,20831,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105070783,GREAT LENGTHS SALON LLC,great-lengths-salon-llc-1426707201,5700,WV,235 Smaltz Drive,Falling Waters,25419,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,1,2020-04-15,Manufacturers and Traders Trust Company,WV-02,NA,NA,NA,1426707201,390,PPP,Paid in Full,24,100,5700,5700,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,R,N,Existing or more than 2 years old,Falling Waters,BERKELEY,WV,25419-0001,387,4157,657,0,0,0,499,BUFFALO,NY,2021-03-02,46391,NA,N,NA,NA,NA,Unknown/NotStated,5730.76,2020-11-05
105070807,SIMMONS ELECTRIC LLC,simmons-electric-llc-6380418505,5700,WV,347 Shrewsbury Dr,Martinsburg,25405-1130,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,4,2021-03-03,"TransPecos Banks, SSB.",WV-02,NA,NA,NA,6380418505,390,PPP,Exemption 4,60,100,5700,5700,0,NA,71584,"TransPecos Banks, SSB.",115 W 3rd St,PECOS,TX,79772-3120,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25405-1130,NA,5699,NA,NA,NA,NA,NA,PECOS,TX,NA,71584,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105070938,COREY RAY FAGAN,corey-ray-fagan-9474228904,5582,WV,154 Priority Dr Apt 201,Martinsburg,25403-1683,492210,Independent Contractors,Black or African American,Male Owned,Non-Veteran,NA,1,2021-05-12,"Prestamos CDFI, LLC",WV-02,NA,NA,NA,9474228904,390,PPP,Exemption 4,60,100,5582,5582,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,R,N,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25403-1683,1,5578,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,N,NA,NA,NA,Not Hispanic or Latino,NA,NA
105071876,HICKORY HOMES,hickory-homes-4512357203,4773,WV,1037 THATCHER RD,MARTINSBURG,25403-1399,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2020-04-27,Bank of Charles Town,WV-02,NA,NA,NA,4512357203,390,PPP,Exemption 4,24,100,100000,4773,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25403-1399,NA,4773,NA,NA,NA,NA,NA,CHARLES TOWN,WV,NA,75098,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105054289,ECKENRODE FINANCIAL SERVICES LLC,eckenrode-financial-services-llc-8090537304,34000,WV,519 WINCHESTER AVE,MARTINSBURG,25401-2649,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,5,2020-05-01,Truist Bank d/b/a Branch Banking & Trust Co,WV-02,NA,NA,NA,8090537304,390,PPP,Paid in Full,24,100,34000,34000,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-2649,NA,34000,NA,NA,NA,NA,NA,CHARLOTTE,NC,2021-02-25,225134,NA,Y,NA,NA,NA,Unknown/NotStated,34237.06,2021-01-13
105060504,JEANNIE RUSSELL,jeannie-russell-3469688900,20052,WV,8219 Winchester Ave,Inwood,25428-4529,621498,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-28,Benworth Capital,WV-02,NA,NA,NA,3469688900,390,PPP,Exemption 4,60,100,20052,20052,0,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-4529,NA,20052,NA,NA,NA,NA,NA,Miami,FL,NA,529192,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105066332,SMOKIE'S LLC,smokie-s-llc-9387587205,10597,WV,2078 Williamsport Pike Suite J,MARTINSBURG,25404,722410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,1,2020-04-28,"CNB Bank, Inc.",WV-02,NA,NA,NA,9387587205,390,PPP,Paid in Full,24,100,10597,10597,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25404-0001,149.22,7947.78,NA,2500,NA,NA,NA,BERKELEY SPRINGS,WV,2020-12-17,74975,NA,N,NA,NA,NA,Unknown/NotStated,10655.65,2020-11-24
105068172,PERFECT NAILS & SPA LLC,perfect-nails-spa-llc-2344158308,8333,WV,4982 Gerrardstown Rd,Inwood,25428-3599,812113,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,2,2021-01-20,Cross River Bank,WV-02,NA,NA,NA,2344158308,390,PPP,Exemption 4,60,100,8333,8333,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,R,N,Existing or more than 2 years old,Inwood,BERKELEY,WV,25428-3599,1,8331,NA,NA,NA,NA,NA,TEANECK,NJ,NA,456756,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105074644,"IMAGES CLUB, INC",images-club-inc-5090467107,2400,WV,P O Box 445,BUNKER HILL,25413,722410,Corporation,Unanswered,Unanswered,Unanswered,NA,2,2020-04-13,First United Bank & Trust,WV-02,NA,NA,NA,5090467107,390,PPP,Exemption 4,24,100,2400,2400,0,NA,30767,First United Bank & Trust,19 S 2nd St,OAKLAND,MD,21550-1517,R,N,Existing or more than 2 years old,BUNKER HILL,BERKELEY,WV,25413-0001,NA,2400,NA,NA,NA,NA,NA,OAKLAND,MD,NA,30767,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105050277,POWER BECK & MATZUREFF,power-beck-matzureff-3525347205,60200,WV,308 W BURKE ST,MARTINSBURG,25401-3324,541110,Partnership,Unanswered,Unanswered,Unanswered,NA,2,2020-04-27,Bank of Charles Town,WV-02,NA,NA,NA,3525347205,390,PPP,Paid in Full,24,100,60200,60200,0,NA,75098,Bank of Charles Town,111 E Washington St,CHARLES TOWN,WV,25414-1071,R,Y,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25401-3324,NA,60200,NA,NA,NA,NA,NA,CHARLES TOWN,WV,2021-05-22,75098,NA,Y,NA,NA,NA,Unknown/NotStated,60805.34,2021-04-28
105062621,TRAVIS GESFORD,travis-gesford-8820978709,16151.02,WV,8958 Winchester Ave,Bunker Hill,25413-3382,236118,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,NA,1,2021-04-08,Jefferson Security Bank,WV-02,NA,NA,NA,8820978709,390,PPP,Exemption 4,60,100,16151.02,16151.02,0,NA,75400,Jefferson Security Bank,105 E Washington St,SHEPHERDSTOWN,WV,25443,R,N,Existing or more than 2 years old,Bunker Hill,BERKELEY,WV,25413-3382,NA,16150.02,NA,NA,NA,NA,NA,SHEPHERDSTOWN,WV,NA,75400,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105072333,BROOKE MATNEY,brooke-matney-1435299007,4305,WV,301 S Kentucky Ave,Martinsburg,25401-2209,492210,Independent Contractors,White,Female Owned,Non-Veteran,NA,1,2021-05-13,"Prestamos CDFI, LLC",WV-02,NA,NA,NA,1435299007,390,PPP,Exemption 4,60,100,4305,4305,0,NA,188361,"Prestamos CDFI, LLC",1024 East Buckeye Road Suite 270,Phoenix,AZ,85034,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-2209,1,4301,NA,NA,NA,NA,NA,Phoenix,AZ,NA,188361,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
105046519,"FAUSEY'S CARE BEARS, LLC",fausey-s-care-bears-llc-7203157006,125790.95,WV,1314 EDWIN MILLER BLVD,MARTINSBURG,25404-3704,624410,Corporation,Unanswered,Unanswered,Unanswered,NA,49,2020-04-07,Jefferson Security Bank,WV-02,NA,NA,NA,7203157006,390,PPP,Exemption 4,24,100,125790.95,125790.95,0,NA,75400,Jefferson Security Bank,105 E Washington St,SHEPHERDSTOWN,WV,25443,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25404-3704,NA,125790.95,NA,NA,NA,NA,NA,SHEPHERDSTOWN,WV,NA,75400,NA,N,NA,NA,NA,Unknown/NotStated,127255.02,2021-06-04
105055310,ARBOUR FAMILY CHIROPRACTIC CENTER PLLC,arbour-family-chiropractic-center-pllc-3704158209,29652,WV,"121 Administrative Dr, Suite #170",MARTINSBURG,25404-6301,621310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,2,2020-08-05,"CNB Bank, Inc.",WV-02,NA,NA,NA,3704158209,390,PPP,Exemption 4,60,100,29652,29652,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,N,Existing or more than 2 years old,MARTINSBURG,BERKELEY,WV,25404-6301,1340.75,22811.25,NA,5500,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
105061800,CALVIN CALDWELL,calvin-caldwell-4393948707,17675.82,WV,146 N Queen St,Martinsburg,25401-3312,448310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,3,2021-04-01,"CNB Bank, Inc.",WV-02,NA,NA,NA,4393948707,390,PPS,Exemption 4,60,100,17675.82,17675.82,0,NA,74975,"CNB Bank, Inc.",101 S Washington St,BERKELEY SPRINGS,WV,25411-1569,R,Y,Existing or more than 2 years old,Martinsburg,BERKELEY,WV,25401-3312,1,17673.82,NA,NA,NA,NA,NA,BERKELEY SPRINGS,WV,NA,74975,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
