end_date,election_type,result_type,special,office,district,name_raw,party,jurisdiction,votes,year,election_day,absentee,provisional,second_absentee
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Jay A. Jacobs,REP,Caroline,1239,2018,825,16,11,4
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Steven James Arentz,REP,Caroline,1102,2018,736,17,9,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Rick Bowers,REP,Caroline,370,2018,267,1,6,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Wick Dudley,REP,Caroline,335,2018,242,2,3,1
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,37B,Christopher T. Adams,REP,Caroline,317,2018,274,2,7,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,37B,Mimi Gedamu,REP,Caroline,29,2018,23,0,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,37B,Keith Graffius,REP,Caroline,210,2018,186,2,4,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,37B,Johnny Mautz,REP,Caroline,567,2018,502,3,7,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,Carroll,1067,2018,752,39,7,7
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,Carroll,128,2018,102,0,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,Carroll,3201,2018,2346,52,44,24
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,Carroll,108,2018,88,3,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,Carroll,312,2018,230,15,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,Carroll,410,2018,261,11,5,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,Carroll,282,2018,206,3,4,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Jim Shea,DEM,Carroll,851,2018,622,18,9,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Krish O'Mara Vignarajah,DEM,Carroll,1067,2018,823,11,14,15
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Peter Franchot,DEM,Carroll,6639,2018,4847,147,80,55
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Brian E. Frosh,DEM,Carroll,6519,2018,4747,148,75,54
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Ben Cardin,DEM,Carroll,5995,2018,4302,136,61,52
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Erik Jetmir,DEM,Carroll,163,2018,135,2,3,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chelsea Manning,DEM,Carroll,497,2018,392,7,10,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Marcia H. Morgan,DEM,Carroll,199,2018,152,4,6,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Jerome Jerry Segal,DEM,Carroll,305,2018,243,3,3,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Richard Rikki Vaughn,DEM,Carroll,116,2018,93,2,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Debbie Rica Wilson,DEM,Carroll,242,2018,197,5,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Lih Young,DEM,Carroll,139,2018,107,3,0,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Michael Brown,DEM,Carroll,364,2018,284,5,3,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Jesse Colvin,DEM,Carroll,649,2018,441,13,2,7
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Allison Galbraith,DEM,Carroll,848,2018,636,15,11,9
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Erik Lane,DEM,Carroll,60,2018,44,4,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Michael Pullen,DEM,Carroll,304,2018,207,8,3,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Steve Worton,DEM,Carroll,103,2018,76,1,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,08,Utam Paul,DEM,Carroll,398,2018,302,8,8,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,08,Jamie Raskin,DEM,Carroll,3602,2018,2646,70,34,28
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,08,Summer Spring,DEM,Carroll,733,2018,540,21,14,8
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,04,Jessica Douglass,DEM,Carroll,293,2018,229,9,3,3
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,04,Sabrina Massett,DEM,Carroll,157,2018,129,7,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,05,Jamie O'Marr,DEM,Carroll,4622,2018,3258,91,48,38
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,09,Katie Fry Hester,DEM,Carroll,1094,2018,886,29,14,11
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,04,Ysela Bravo,DEM,Carroll,375,2018,291,16,5,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,04,Lois Jarman,DEM,Carroll,381,2018,297,18,5,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,04,Darrin Ryan Smith,DEM,Carroll,352,2018,271,16,6,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,05,Emily Shank,DEM,Carroll,4758,2018,3352,92,52,39
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09A,Steven M. Bolen,DEM,Carroll,578,2018,459,15,7,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09A,Michael David Gross,DEM,Carroll,363,2018,281,13,1,8
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09A,Natalie Ziegler,DEM,Carroll,978,2018,787,23,14,11
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Larry Hogan,REP,Carroll,14762,2018,11581,139,116,76
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Anjali Reed Phukan,REP,Carroll,11442,2018,8997,101,96,67
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Craig Wolf,REP,Carroll,12262,2018,9597,114,101,69
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Tony Campbell,REP,Carroll,3341,2018,2617,42,29,17
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chris Chaffee,REP,Carroll,2299,2018,1863,20,13,12
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Evan M. Cronhardt,REP,Carroll,369,2018,304,1,3,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Nnabu Eze,REP,Carroll,234,2018,185,3,5,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,John R. Graziani,REP,Carroll,944,2018,730,10,5,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Christina J. Grigorian,REP,Carroll,1910,2018,1479,12,14,13
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Albert Binyahmin Howard,REP,Carroll,228,2018,184,3,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Bill Krehnbrink,REP,Carroll,284,2018,223,1,4,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,"Gerald I. Smith, Jr.",REP,Carroll,519,2018,413,4,3,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Blaine Taylor,REP,Carroll,653,2018,504,10,6,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Brian Charles Vaeth,REP,Carroll,398,2018,298,4,4,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Martin Elborn,REP,Carroll,471,2018,369,6,4,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Andy Harris,REP,Carroll,5232,2018,4168,55,33,14
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Lamont Taylor,REP,Carroll,273,2018,218,4,6,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,08,Bridgette L. Cooper,REP,Carroll,1695,2018,1315,13,20,9
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,08,John Walsh,REP,Carroll,3200,2018,2463,35,20,20
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,08,Victor Williams,REP,Carroll,1240,2018,967,14,11,15
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,04,Michael Hough,REP,Carroll,736,2018,622,6,8,6
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,05,Justin Ready,REP,Carroll,10745,2018,8304,93,83,55
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,09,Gail H. Bates,REP,Carroll,776,2018,600,10,5,5
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,09,Reid J. Novotny,REP,Carroll,1133,2018,956,13,9,7
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,04,Barrie S. Ciliberti,REP,Carroll,620,2018,523,5,8,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,04,Dan Cox,REP,Carroll,656,2018,551,6,7,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,04,Jesse T. Pippy,REP,Carroll,607,2018,510,5,7,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,05,David Ellin,REP,Carroll,4176,2018,3257,40,32,18
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,05,Susan Krebs,REP,Carroll,9566,2018,7362,95,68,52
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,05,April Rose,REP,Carroll,8350,2018,6396,76,57,40
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,05,Haven Shoemaker,REP,Carroll,8811,2018,6805,78,55,45
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09A,Trent Kittleman,REP,Carroll,1651,2018,1332,21,13,12
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,09A,Warren E. Miller,REP,Carroll,1484,2018,1215,18,9,12
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,Cecil,533,2018,354,10,10,5
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,Cecil,84,2018,65,0,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,Cecil,1512,2018,1065,38,21,8
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,Cecil,74,2018,53,1,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,Cecil,171,2018,127,5,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,Cecil,138,2018,84,1,3,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,Cecil,182,2018,125,5,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Jim Shea,DEM,Cecil,357,2018,253,3,9,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Krish O'Mara Vignarajah,DEM,Cecil,416,2018,308,14,3,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Peter Franchot,DEM,Cecil,3134,2018,2201,66,47,19
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Brian E. Frosh,DEM,Cecil,3043,2018,2129,67,45,16
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Ben Cardin,DEM,Cecil,2636,2018,1790,59,39,20
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Erik Jetmir,DEM,Cecil,63,2018,43,2,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chelsea Manning,DEM,Cecil,306,2018,242,5,4,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Marcia H. Morgan,DEM,Cecil,156,2018,113,2,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Jerome Jerry Segal,DEM,Cecil,130,2018,99,7,1,5
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Richard Rikki Vaughn,DEM,Cecil,76,2018,55,0,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Debbie Rica Wilson,DEM,Cecil,155,2018,119,2,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Lih Young,DEM,Cecil,88,2018,70,3,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Michael Brown,DEM,Cecil,575,2018,423,7,10,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Jesse Colvin,DEM,Cecil,1218,2018,831,20,14,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Allison Galbraith,DEM,Cecil,1097,2018,786,31,12,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Erik Lane,DEM,Cecil,86,2018,63,1,2,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Michael Pullen,DEM,Cecil,296,2018,191,14,6,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Steve Worton,DEM,Cecil,166,2018,124,4,0,2
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,36,Heather Lynette Sinclair,DEM,Cecil,1118,2018,771,23,12,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,35A,Jobeth Rocky Bowers,DEM,Cecil,1318,2018,914,31,16,8
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,35B,Ronnie Teitler Davis,DEM,Cecil,512,2018,397,9,10,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Keirien Taylor,DEM,Cecil,1034,2018,706,19,11,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Michael Ian Welker,DEM,Cecil,1148,2018,788,27,12,6
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Crystal Woodward,DEM,Cecil,1003,2018,686,17,11,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Larry Hogan,REP,Cecil,5632,2018,4230,102,56,20
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Anjali Reed Phukan,REP,Cecil,4353,2018,3297,73,38,14
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Craig Wolf,REP,Cecil,4629,2018,3489,82,37,16
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Tony Campbell,REP,Cecil,1273,2018,953,28,9,6
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chris Chaffee,REP,Cecil,1117,2018,814,12,6,6
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Evan M. Cronhardt,REP,Cecil,114,2018,86,0,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Nnabu Eze,REP,Cecil,77,2018,67,1,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,John R. Graziani,REP,Cecil,421,2018,314,11,4,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Christina J. Grigorian,REP,Cecil,806,2018,631,7,9,3
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Albert Binyahmin Howard,REP,Cecil,98,2018,76,2,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Bill Krehnbrink,REP,Cecil,119,2018,92,0,2,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,"Gerald I. Smith, Jr.",REP,Cecil,245,2018,194,7,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Blaine Taylor,REP,Cecil,272,2018,182,8,2,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Brian Charles Vaeth,REP,Cecil,88,2018,68,3,0,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Martin Elborn,REP,Cecil,690,2018,538,10,6,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Andy Harris,REP,Cecil,4639,2018,3473,89,37,20
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,01,Lamont Taylor,REP,Cecil,268,2018,208,2,3,3
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,35,Jason C. Gallion,REP,Cecil,3006,2018,2344,54,25,12
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,36,"Stephen S. Hershey, Jr.",REP,Cecil,1674,2018,1165,27,12,4
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,35A,Kevin Bailey Hornberger,REP,Cecil,1983,2018,1513,42,14,9
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,35B,Andrew Cassilly,REP,Cecil,1063,2018,878,17,7,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,35B,Teresa Reilly,REP,Cecil,1015,2018,832,18,5,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Jeff Ghrist,REP,Cecil,894,2018,611,13,8,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,"Michael D. Smigiel, Jr.",REP,Cecil,1247,2018,893,19,5,3
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Jay A. Jacobs,REP,Cecil,1174,2018,779,20,12,5
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Steven James Arentz,REP,Cecil,720,2018,497,10,5,2
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Rick Bowers,REP,Cecil,311,2018,218,5,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,36,Wick Dudley,REP,Cecil,211,2018,148,2,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,Charles,6383,2018,4587,65,107,22
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,Charles,361,2018,267,2,16,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,Charles,6668,2018,4955,62,111,24
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,Charles,582,2018,461,2,15,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,Charles,528,2018,403,12,7,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,Charles,478,2018,353,9,12,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,Charles,417,2018,312,3,9,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Jim Shea,DEM,Charles,546,2018,378,14,12,4
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Krish O'Mara Vignarajah,DEM,Charles,1052,2018,732,11,29,3
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Peter Franchot,DEM,Charles,15334,2018,11209,169,265,44
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Brian E. Frosh,DEM,Charles,14995,2018,10962,164,266,42
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Ben Cardin,DEM,Charles,12361,2018,8865,157,177,50
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Erik Jetmir,DEM,Charles,314,2018,241,1,7,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chelsea Manning,DEM,Charles,1197,2018,897,11,37,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Marcia H. Morgan,DEM,Charles,714,2018,550,9,22,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Jerome Jerry Segal,DEM,Charles,544,2018,450,6,9,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Richard Rikki Vaughn,DEM,Charles,396,2018,303,9,12,4
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Debbie Rica Wilson,DEM,Charles,1533,2018,1133,9,46,4
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Lih Young,DEM,Charles,265,2018,204,4,7,2
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,05,Dennis L. Fritz,DEM,Charles,3428,2018,2584,39,79,8
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,05,Steny H. Hoyer,DEM,Charles,14507,2018,10485,177,238,55
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,27,Tommi Makila,DEM,Charles,475,2018,364,5,8,0
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,27,"Thomas V. Mike Miller, Jr.",DEM,Charles,1220,2018,935,11,10,4
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,28,Arthur Ellis,DEM,Charles,8309,2018,6043,71,166,26
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,28,Mac Middleton,DEM,Charles,7663,2018,5499,124,110,34
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,27A,Lynn Jackson,DEM,Charles,231,2018,173,4,5,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,27A,"Ronald McDaniel, Jr.",DEM,Charles,113,2018,74,3,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,27A,Susie Proctor,DEM,Charles,933,2018,731,5,10,4
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,27A,"Joe Spears, Jr.",DEM,Charles,387,2018,305,0,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,28,John Coller,DEM,Charles,4043,2018,2850,60,73,14
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,28,Debra Davis,DEM,Charles,8725,2018,6471,93,178,31
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,28,Edward Holland,DEM,Charles,4561,2018,3115,64,60,18
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,28,Edith J. Patterson,DEM,Charles,10346,2018,7354,119,163,43
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,28,C. T. Wilson,DEM,Charles,10053,2018,7246,112,148,37
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Larry Hogan,REP,Charles,4177,2018,3275,54,67,21
2018-06-26T00:00:00Z,primary,certified,FALSE,Comptroller,NA,Anjali Reed Phukan,REP,Charles,3289,2018,2592,44,48,17
2018-06-26T00:00:00Z,primary,certified,FALSE,Attorney General,NA,Craig Wolf,REP,Charles,3434,2018,2705,45,48,18
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Tony Campbell,REP,Charles,1027,2018,805,9,11,5
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Chris Chaffee,REP,Charles,1310,2018,1007,21,19,7
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Evan M. Cronhardt,REP,Charles,71,2018,57,1,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Nnabu Eze,REP,Charles,63,2018,54,0,3,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,John R. Graziani,REP,Charles,222,2018,179,1,5,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Christina J. Grigorian,REP,Charles,460,2018,389,7,5,2
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Albert Binyahmin Howard,REP,Charles,38,2018,31,0,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Bill Krehnbrink,REP,Charles,67,2018,59,1,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,"Gerald I. Smith, Jr.",REP,Charles,132,2018,99,2,1,0
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Blaine Taylor,REP,Charles,143,2018,112,1,4,1
2018-06-26T00:00:00Z,primary,certified,FALSE,U.S. Senator,NA,Brian Charles Vaeth,REP,Charles,70,2018,49,1,1,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,05,"William A. Devine, III",REP,Charles,1854,2018,1441,24,24,10
2018-06-26T00:00:00Z,primary,certified,FALSE,Representative in Congress,05,Johnny Rice,REP,Charles,1561,2018,1256,17,24,4
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,27,"Roussan Rou Etienne, Jr.",REP,Charles,123,2018,107,0,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,27,Jesse Allen Peed,REP,Charles,345,2018,296,2,4,2
2018-06-26T00:00:00Z,primary,certified,FALSE,State Senator,28,John Leonard,REP,Charles,2847,2018,2218,37,37,13
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,28,Dave Campbell,REP,Charles,1729,2018,1352,27,22,11
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,28,Jim Crawford,REP,Charles,2166,2018,1727,29,27,9
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,28,Bill Dotson,REP,Charles,2625,2018,2047,30,28,12
2018-06-26T00:00:00Z,primary,certified,FALSE,House of Delegates,28,Vanessa Jones,REP,Charles,996,2018,774,15,20,5
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"Rushern L. Baker, III",DEM,Dorchester,366,2018,256,12,6,10
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ralph Jaffe,DEM,Dorchester,79,2018,71,0,0,0
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Ben Jealous,DEM,Dorchester,627,2018,395,11,10,11
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,"James Hugh Jones, II",DEM,Dorchester,113,2018,90,3,2,1
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Valerie Ervin,DEM,Dorchester,76,2018,51,5,2,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Rich Madaleno,DEM,Dorchester,105,2018,69,2,1,6
2018-06-26T00:00:00Z,primary,certified,FALSE,Governor / Lt. Governor,NA,Alec Ross,DEM,Dorchester,69,2018,52,0,1,1
