county_name,office_name,office_district,candidate_name,party,early_voting,election_day,absentee,provisional,second_absentee,votes
Washington County,U.S. Congress,06,Joel Rubin,DEM,19,44,47,7,0,117
Washington County,U.S. Congress,06,"Kiambo ""Bo"" White",DEM,15,41,14,3,0,73
Washington County,U.S. Congress,06,Laurie-Anne Sayles,DEM,10,55,66,8,1,140
Washington County,U.S. Congress,06,Lesley J. Lopez,DEM,27,68,123,4,1,223
Washington County,U.S. Congress,06,Mariela Roca,REP,212,696,185,22,0,1115
Washington County,U.S. Congress,06,Mohammad S. Mozumder,DEM,12,43,27,6,0,88
Washington County,U.S. Congress,06,Neil C. Parrott,REP,1444,4866,1600,160,7,8077
Washington County,U.S. Congress,06,Peter Choharis,DEM,16,46,61,3,0,126
Washington County,U.S. Congress,06,"Stephen R. McDow, II",DEM,2,12,22,1,0,37
Washington County,U.S. Congress,06,Tekesha A. Martinez,DEM,182,607,587,56,4,1436
Washington County,U.S. Congress,06,Todd A. Puglisi,REP,8,28,32,2,0,70
Washington County,U.S. Congress,06,Tom Royals,REP,70,142,54,8,0,274
Wicomico County,U.S. Congress,01,Andy Harris,REP,937,3293,703,301,132,5366
Wicomico County,U.S. Congress,01,"Blane H. Miller, III",DEM,425,899,921,353,151,2749
Wicomico County,U.S. Congress,01,Blessing T. Oluwadare,DEM,386,685,582,277,97,2027
Wicomico County,U.S. Congress,01,"Chris Bruneau, Sr.",REP,117,343,106,68,23,657
Wicomico County,U.S. Congress,01,Michael Scott Lemon,REP,66,185,81,39,19,390
Worcester County,U.S. Congress,01,Andy Harris,REP,691,3107,970,108,74,4950
Worcester County,U.S. Congress,01,"Blane H. Miller, III",DEM,226,757,1004,66,79,2132
Worcester County,U.S. Congress,01,Blessing T. Oluwadare,DEM,114,505,434,46,61,1160
Worcester County,U.S. Congress,01,"Chris Bruneau, Sr.",REP,111,474,160,19,10,774
Worcester County,U.S. Congress,01,Michael Scott Lemon,REP,37,155,84,7,3,286
Allegany County,President - Vice Pres,NA,Dean Phillips,DEM,9,33,22,5,1,70
Allegany County,President - Vice Pres,NA,Donald J. Trump,REP,638,4409,1048,149,34,6278
Allegany County,President - Vice Pres,NA,Joe Biden,DEM,227,1086,1224,158,36,2731
Allegany County,President - Vice Pres,NA,Marianne Williamson,DEM,8,56,29,8,3,104
Allegany County,President - Vice Pres,NA,Nikki R. Haley,REP,78,405,274,38,3,798
Allegany County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,45,231,155,18,4,453
Allegany County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,3,12,7,2,0,24
Allegany County,U.S. Senator,NA,Angela Alsobrooks,DEM,40,233,151,15,12,451
Allegany County,U.S. Senator,NA,Brian E. Frydenborg,DEM,1,12,8,1,1,23
Allegany County,U.S. Senator,NA,Chris Chaffee,REP,21,134,37,6,0,198
Allegany County,U.S. Senator,NA,David J. Trone,DEM,225,1073,1195,164,28,2685
Allegany County,U.S. Senator,NA,John A. Myrick,REP,13,57,24,3,0,97
Allegany County,U.S. Senator,NA,Joseph Perez,DEM,5,22,6,0,0,33
Allegany County,U.S. Senator,NA,Laban Y. Seyoum,REP,2,5,2,0,0,9
Allegany County,U.S. Senator,NA,Larry Hogan,REP,293,2035,807,119,13,3267
Allegany County,U.S. Senator,NA,Lorie R. Friend,REP,27,216,78,9,3,333
Allegany County,U.S. Senator,NA,Marcellus Crews,DEM,5,5,6,1,2,19
Allegany County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,4,10,10,3,0,27
Allegany County,U.S. Senator,NA,Moe H. Barakat,REP,4,33,3,1,0,41
Allegany County,U.S. Senator,NA,Robert K. Houton,DEM,1,8,3,1,0,13
Allegany County,U.S. Senator,NA,Robin Ficker,REP,348,2292,349,45,20,3054
Allegany County,U.S. Senator,NA,Scottie J. Griffin,DEM,1,15,16,1,0,33
Allegany County,U.S. Senator,NA,Steven Henry Seuferer,DEM,0,1,3,0,0,4
Anne Arundel County,President - Vice Pres,NA,Dean Phillips,DEM,84,402,252,31,52,821
Anne Arundel County,President - Vice Pres,NA,Donald J. Trump,REP,4037,14623,5104,978,633,25375
Anne Arundel County,President - Vice Pres,NA,Joe Biden,DEM,5759,16270,19436,2199,3998,47662
Anne Arundel County,President - Vice Pres,NA,Marianne Williamson,DEM,92,575,315,59,118,1159
Anne Arundel County,President - Vice Pres,NA,Nikki R. Haley,REP,1121,3664,3388,519,484,9176
Anne Arundel County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,477,2297,1487,206,412,4879
Anne Arundel County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,35,85,63,12,3,198
Anne Arundel County,U.S. Senator,NA,Angela Alsobrooks,DEM,3199,10857,9182,1204,2671,27113
Anne Arundel County,U.S. Senator,NA,Brian E. Frydenborg,DEM,28,139,152,27,46,392
Anne Arundel County,U.S. Senator,NA,Chris Chaffee,REP,156,576,179,42,26,979
Anne Arundel County,U.S. Senator,NA,David J. Trone,DEM,2914,7307,10942,1068,1628,23859
Anne Arundel County,U.S. Senator,NA,John A. Myrick,REP,109,329,153,12,35,638
Anne Arundel County,U.S. Senator,NA,Joseph Perez,DEM,56,195,152,34,26,463
Anne Arundel County,U.S. Senator,NA,Laban Y. Seyoum,REP,12,35,22,1,4,74
Anne Arundel County,U.S. Senator,NA,Larry Hogan,REP,3469,12021,7220,1175,889,24774
Anne Arundel County,U.S. Senator,NA,Lorie R. Friend,REP,84,291,155,34,23,587
Anne Arundel County,U.S. Senator,NA,Marcellus Crews,DEM,33,174,88,23,35,353
Anne Arundel County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,35,210,137,22,19,423
Anne Arundel County,U.S. Senator,NA,Moe H. Barakat,REP,26,152,64,18,13,273
Anne Arundel County,U.S. Senator,NA,Robert K. Houton,DEM,16,106,71,25,14,232
Anne Arundel County,U.S. Senator,NA,Robin Ficker,REP,1339,4958,842,236,144,7519
Anne Arundel County,U.S. Senator,NA,Scottie J. Griffin,DEM,30,181,119,19,23,372
Anne Arundel County,U.S. Senator,NA,Steven Henry Seuferer,DEM,13,64,38,10,16,141
Baltimore City,President - Vice Pres,NA,Dean Phillips,DEM,145,475,270,69,103,1062
Baltimore City,President - Vice Pres,NA,Donald J. Trump,REP,308,1709,770,156,129,3072
Baltimore City,President - Vice Pres,NA,Joe Biden,DEM,11781,30841,23125,4612,6139,76498
Baltimore City,President - Vice Pres,NA,Marianne Williamson,DEM,172,880,387,146,148,1733
Baltimore City,President - Vice Pres,NA,Nikki R. Haley,REP,122,486,508,52,89,1257
Baltimore City,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,1315,7190,2454,866,1353,13178
Baltimore City,U.S. Senator,NA,Andrew Jaye Wildman,DEM,54,135,71,13,20,293
Baltimore City,U.S. Senator,NA,Angela Alsobrooks,DEM,7949,24977,13174,3287,4709,54096
Baltimore City,U.S. Senator,NA,Brian E. Frydenborg,DEM,56,173,112,31,57,429
Baltimore City,U.S. Senator,NA,Chris Chaffee,REP,9,45,24,5,5,88
Baltimore City,U.S. Senator,NA,David J. Trone,DEM,4885,12068,11266,1944,2614,32777
Baltimore City,U.S. Senator,NA,John A. Myrick,REP,14,42,22,2,6,86
Baltimore City,U.S. Senator,NA,Joseph Perez,DEM,98,326,196,47,37,704
Baltimore City,U.S. Senator,NA,Laban Y. Seyoum,REP,3,9,14,2,1,29
Baltimore City,U.S. Senator,NA,Larry Hogan,REP,272,1439,986,138,169,3004
Baltimore City,U.S. Senator,NA,Lorie R. Friend,REP,17,40,27,7,8,99
Baltimore City,U.S. Senator,NA,Marcellus Crews,DEM,51,237,116,49,27,480
Baltimore City,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,76,356,188,76,16,712
Baltimore City,U.S. Senator,NA,Moe H. Barakat,REP,7,27,24,6,3,67
Baltimore City,U.S. Senator,NA,Robert K. Houton,DEM,22,96,70,33,7,228
Baltimore City,U.S. Senator,NA,Robin Ficker,REP,122,618,167,45,25,977
Baltimore City,U.S. Senator,NA,Scottie J. Griffin,DEM,53,219,152,51,30,505
Baltimore City,U.S. Senator,NA,Steven Henry Seuferer,DEM,46,125,51,14,16,252
Baltimore County,President - Vice Pres,NA,Dean Phillips,DEM,226,678,376,60,118,1458
Baltimore County,President - Vice Pres,NA,Donald J. Trump,REP,6242,16437,5477,1137,1726,31019
Baltimore County,President - Vice Pres,NA,Joe Biden,DEM,13418,26381,26036,3958,11007,80800
Baltimore County,President - Vice Pres,NA,Marianne Williamson,DEM,263,1147,564,139,204,2317
Baltimore County,President - Vice Pres,NA,Nikki R. Haley,REP,1283,3174,2726,486,929,8598
Baltimore County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,1315,4590,2718,525,1059,10207
Baltimore County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,90,230,134,22,29,505
Baltimore County,U.S. Senator,NA,Angela Alsobrooks,DEM,8303,18338,11809,2314,6017,46781
Baltimore County,U.S. Senator,NA,Brian E. Frydenborg,DEM,72,198,208,36,88,602
Baltimore County,U.S. Senator,NA,Chris Chaffee,REP,146,439,159,37,40,821
Baltimore County,U.S. Senator,NA,David J. Trone,DEM,6179,12239,15778,2036,5691,41923
Baltimore County,U.S. Senator,NA,John A. Myrick,REP,127,322,119,18,36,622
Baltimore County,U.S. Senator,NA,Joseph Perez,DEM,106,318,246,37,61,768
Baltimore County,U.S. Senator,NA,Laban Y. Seyoum,REP,18,51,19,10,8,106
Baltimore County,U.S. Senator,NA,Larry Hogan,REP,4720,12324,6931,1290,2161,27426
Baltimore County,U.S. Senator,NA,Lorie R. Friend,REP,141,359,161,33,43,737
Baltimore County,U.S. Senator,NA,Marcellus Crews,DEM,65,230,129,31,47,502
Baltimore County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,138,398,270,36,60,902
Baltimore County,U.S. Senator,NA,Moe H. Barakat,REP,49,145,69,17,22,302
Baltimore County,U.S. Senator,NA,Robert K. Houton,DEM,47,131,112,27,27,344
Baltimore County,U.S. Senator,NA,Robin Ficker,REP,2333,5956,853,233,424,9799
Baltimore County,U.S. Senator,NA,Scottie J. Griffin,DEM,101,316,190,31,66,704
Baltimore County,U.S. Senator,NA,Steven Henry Seuferer,DEM,49,121,52,13,25,260
Calvert County,President - Vice Pres,NA,Dean Phillips,DEM,18,58,30,4,1,111
Calvert County,President - Vice Pres,NA,Donald J. Trump,REP,1502,4249,1392,150,38,7331
Calvert County,President - Vice Pres,NA,Joe Biden,DEM,1021,2274,3343,185,61,6884
Calvert County,President - Vice Pres,NA,Marianne Williamson,DEM,22,90,77,10,2,201
Calvert County,President - Vice Pres,NA,Nikki R. Haley,REP,276,699,651,57,12,1695
Calvert County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,86,337,279,28,17,747
Calvert County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,5,13,11,0,1,30
Calvert County,U.S. Senator,NA,Angela Alsobrooks,DEM,517,1388,1508,97,52,3562
Calvert County,U.S. Senator,NA,Brian E. Frydenborg,DEM,5,20,27,0,1,53
Calvert County,U.S. Senator,NA,Chris Chaffee,REP,137,433,110,14,2,696
Calvert County,U.S. Senator,NA,David J. Trone,DEM,570,1161,1958,115,15,3819
Calvert County,U.S. Senator,NA,John A. Myrick,REP,48,90,39,5,1,183
Calvert County,U.S. Senator,NA,Joseph Perez,DEM,4,22,21,2,2,51
Calvert County,U.S. Senator,NA,Laban Y. Seyoum,REP,1,6,4,1,0,12
Calvert County,U.S. Senator,NA,Larry Hogan,REP,921,2628,1506,149,28,5232
Calvert County,U.S. Senator,NA,Lorie R. Friend,REP,32,59,47,3,1,142
Calvert County,U.S. Senator,NA,Marcellus Crews,DEM,7,26,10,2,0,45
Calvert County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,10,29,18,2,0,59
Calvert County,U.S. Senator,NA,Moe H. Barakat,REP,6,20,11,1,1,39
Calvert County,U.S. Senator,NA,Robert K. Houton,DEM,4,12,13,0,1,30
Calvert County,U.S. Senator,NA,Robin Ficker,REP,632,1681,320,35,15,2683
Calvert County,U.S. Senator,NA,Scottie J. Griffin,DEM,5,20,27,2,1,55
Calvert County,U.S. Senator,NA,Steven Henry Seuferer,DEM,4,14,21,1,1,41
Caroline County,President - Vice Pres,NA,Dean Phillips,DEM,4,24,8,0,1,37
Caroline County,President - Vice Pres,NA,Donald J. Trump,REP,403,1500,312,55,14,2284
Caroline County,President - Vice Pres,NA,Joe Biden,DEM,231,392,442,44,16,1125
Caroline County,President - Vice Pres,NA,Marianne Williamson,DEM,6,19,14,2,1,42
Caroline County,President - Vice Pres,NA,Nikki R. Haley,REP,68,155,92,8,3,326
Caroline County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,21,65,43,4,5,138
Caroline County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,0,1,3,0,0,4
Caroline County,U.S. Senator,NA,Angela Alsobrooks,DEM,111,223,180,13,11,538
Caroline County,U.S. Senator,NA,Brian E. Frydenborg,DEM,1,6,6,3,1,17
Caroline County,U.S. Senator,NA,Chris Chaffee,REP,6,48,12,2,2,70
Caroline County,U.S. Senator,NA,David J. Trone,DEM,130,233,263,27,10,663
Caroline County,U.S. Senator,NA,John A. Myrick,REP,3,25,5,0,0,33
Caroline County,U.S. Senator,NA,Joseph Perez,DEM,4,12,12,0,0,28
Caroline County,U.S. Senator,NA,Laban Y. Seyoum,REP,3,3,1,2,1,10
Caroline County,U.S. Senator,NA,Larry Hogan,REP,241,717,272,30,4,1264
Caroline County,U.S. Senator,NA,Lorie R. Friend,REP,7,35,5,4,1,52
Caroline County,U.S. Senator,NA,Marcellus Crews,DEM,2,4,6,0,0,12
Caroline County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,6,6,12,1,0,25
Caroline County,U.S. Senator,NA,Moe H. Barakat,REP,2,9,1,1,0,13
Caroline County,U.S. Senator,NA,Robert K. Houton,DEM,1,4,1,0,0,6
Caroline County,U.S. Senator,NA,Robin Ficker,REP,210,820,106,22,8,1166
Caroline County,U.S. Senator,NA,Scottie J. Griffin,DEM,1,6,7,3,0,17
Caroline County,U.S. Senator,NA,Steven Henry Seuferer,DEM,1,1,0,0,0,2
Carroll County,President - Vice Pres,NA,Dean Phillips,DEM,33,107,50,9,2,201
Carroll County,President - Vice Pres,NA,Donald J. Trump,REP,2796,9474,2580,264,45,15159
Carroll County,President - Vice Pres,NA,Joe Biden,DEM,1230,3052,4516,322,117,9237
Carroll County,President - Vice Pres,NA,Marianne Williamson,DEM,45,162,112,15,5,339
Carroll County,President - Vice Pres,NA,Nikki R. Haley,REP,646,1894,1439,105,37,4121
Carroll County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,174,568,545,63,23,1373
Carroll County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,12,25,24,0,1,62
Carroll County,U.S. Senator,NA,Angela Alsobrooks,DEM,555,1715,1721,158,64,4213
Carroll County,U.S. Senator,NA,Brian E. Frydenborg,DEM,5,36,48,1,1,91
Carroll County,U.S. Senator,NA,Chris Chaffee,REP,65,245,78,3,1,392
Carroll County,U.S. Senator,NA,David J. Trone,DEM,837,1881,3116,223,72,6129
Carroll County,U.S. Senator,NA,John A. Myrick,REP,64,168,48,8,1,289
Carroll County,U.S. Senator,NA,Joseph Perez,DEM,10,45,25,6,0,86
Carroll County,U.S. Senator,NA,Laban Y. Seyoum,REP,6,34,14,1,0,55
Carroll County,U.S. Senator,NA,Larry Hogan,REP,2095,6981,3303,299,74,12752
Carroll County,U.S. Senator,NA,Lorie R. Friend,REP,67,195,62,4,1,329
Carroll County,U.S. Senator,NA,Marcellus Crews,DEM,5,24,21,2,3,55
Carroll County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,16,37,23,5,0,81
Carroll County,U.S. Senator,NA,Moe H. Barakat,REP,19,64,24,1,0,108
Carroll County,U.S. Senator,NA,Robert K. Houton,DEM,7,19,15,2,0,43
Carroll County,U.S. Senator,NA,Robin Ficker,REP,1154,3750,628,56,8,5596
Carroll County,U.S. Senator,NA,Scottie J. Griffin,DEM,14,36,31,5,0,86
Carroll County,U.S. Senator,NA,Steven Henry Seuferer,DEM,6,12,15,1,0,34
Cecil County,President - Vice Pres,NA,Dean Phillips,DEM,17,65,22,1,7,112
Cecil County,President - Vice Pres,NA,Donald J. Trump,REP,2208,6989,1080,142,440,10859
Cecil County,President - Vice Pres,NA,Joe Biden,DEM,489,1192,1400,48,542,3671
Cecil County,President - Vice Pres,NA,Marianne Williamson,DEM,21,83,29,2,25,160
Cecil County,President - Vice Pres,NA,Nikki R. Haley,REP,562,1433,632,62,262,2951
Cecil County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,87,321,151,5,65,629
Cecil County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,7,23,9,0,8,47
Cecil County,U.S. Senator,NA,Angela Alsobrooks,DEM,193,629,417,24,233,1496
Cecil County,U.S. Senator,NA,Brian E. Frydenborg,DEM,3,20,12,1,7,43
Cecil County,U.S. Senator,NA,Chris Chaffee,REP,134,378,64,11,23,610
Cecil County,U.S. Senator,NA,David J. Trone,DEM,345,777,1019,22,336,2499
Cecil County,U.S. Senator,NA,John A. Myrick,REP,51,163,41,3,17,275
Cecil County,U.S. Senator,NA,Joseph Perez,DEM,10,40,12,1,9,72
Cecil County,U.S. Senator,NA,Laban Y. Seyoum,REP,13,23,7,2,8,53
Cecil County,U.S. Senator,NA,Larry Hogan,REP,1559,4839,1293,137,496,8324
Cecil County,U.S. Senator,NA,Lorie R. Friend,REP,42,186,55,4,13,300
Cecil County,U.S. Senator,NA,Marcellus Crews,DEM,12,16,10,0,5,43
Cecil County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,10,39,13,0,6,68
Cecil County,U.S. Senator,NA,Moe H. Barakat,REP,22,101,24,3,7,157
Cecil County,U.S. Senator,NA,Robert K. Houton,DEM,5,17,5,2,4,33
Cecil County,U.S. Senator,NA,Robin Ficker,REP,906,2484,224,38,141,3793
Cecil County,U.S. Senator,NA,Scottie J. Griffin,DEM,13,34,17,0,6,70
Cecil County,U.S. Senator,NA,Steven Henry Seuferer,DEM,8,14,4,1,2,29
Charles County,President - Vice Pres,NA,Dean Phillips,DEM,24,118,70,9,2,223
Charles County,President - Vice Pres,NA,Donald J. Trump,REP,868,2805,1106,70,39,4888
Charles County,President - Vice Pres,NA,Joe Biden,DEM,2811,7822,6557,464,222,17876
Charles County,President - Vice Pres,NA,Marianne Williamson,DEM,48,167,84,19,7,325
Charles County,President - Vice Pres,NA,Nikki R. Haley,REP,158,466,449,16,11,1100
Charles County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,147,796,409,45,22,1419
Charles County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,5,25,16,5,1,52
Charles County,U.S. Senator,NA,Angela Alsobrooks,DEM,1828,5994,3915,352,153,12242
Charles County,U.S. Senator,NA,Brian E. Frydenborg,DEM,6,24,22,3,1,56
Charles County,U.S. Senator,NA,Chris Chaffee,REP,47,139,82,3,3,274
Charles County,U.S. Senator,NA,David J. Trone,DEM,1103,2565,2901,144,81,6794
Charles County,U.S. Senator,NA,John A. Myrick,REP,21,40,29,2,0,92
Charles County,U.S. Senator,NA,Joseph Perez,DEM,15,36,33,3,1,88
Charles County,U.S. Senator,NA,Laban Y. Seyoum,REP,2,12,4,0,0,18
Charles County,U.S. Senator,NA,Larry Hogan,REP,526,1740,1183,49,36,3534
Charles County,U.S. Senator,NA,Lorie R. Friend,REP,15,45,29,5,1,95
Charles County,U.S. Senator,NA,Marcellus Crews,DEM,20,56,29,9,6,120
Charles County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,16,72,44,11,2,145
Charles County,U.S. Senator,NA,Moe H. Barakat,REP,7,13,17,1,1,39
Charles County,U.S. Senator,NA,Robert K. Houton,DEM,8,16,19,5,0,48
Charles County,U.S. Senator,NA,Robin Ficker,REP,411,1291,245,29,7,1983
Charles County,U.S. Senator,NA,Scottie J. Griffin,DEM,10,40,30,2,0,82
Charles County,U.S. Senator,NA,Steven Henry Seuferer,DEM,11,39,11,2,0,63
Dorchester County,President - Vice Pres,NA,Dean Phillips,DEM,6,17,8,2,9,42
Dorchester County,President - Vice Pres,NA,Donald J. Trump,REP,416,1663,227,88,135,2529
Dorchester County,President - Vice Pres,NA,Joe Biden,DEM,314,624,671,153,179,1941
Dorchester County,President - Vice Pres,NA,Marianne Williamson,DEM,13,23,17,2,7,62
Dorchester County,President - Vice Pres,NA,Nikki R. Haley,REP,46,168,65,31,39,349
Dorchester County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,28,79,45,16,19,187
Dorchester County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,10,8,4,0,1,23
Dorchester County,U.S. Senator,NA,Angela Alsobrooks,DEM,98,296,249,40,57,740
Dorchester County,U.S. Senator,NA,Brian E. Frydenborg,DEM,3,2,8,1,3,17
Dorchester County,U.S. Senator,NA,Chris Chaffee,REP,32,95,10,6,5,148
Dorchester County,U.S. Senator,NA,David J. Trone,DEM,221,383,409,111,131,1255
Dorchester County,U.S. Senator,NA,John A. Myrick,REP,6,24,5,3,5,43
Dorchester County,U.S. Senator,NA,Joseph Perez,DEM,8,7,4,4,5,28
Dorchester County,U.S. Senator,NA,Laban Y. Seyoum,REP,0,5,0,0,0,5
Dorchester County,U.S. Senator,NA,Larry Hogan,REP,194,687,165,85,115,1246
Dorchester County,U.S. Senator,NA,Lorie R. Friend,REP,5,24,6,4,0,39
Dorchester County,U.S. Senator,NA,Marcellus Crews,DEM,4,6,9,1,5,25
Dorchester County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,3,8,10,5,5,31
Dorchester County,U.S. Senator,NA,Moe H. Barakat,REP,4,3,3,0,2,12
Dorchester County,U.S. Senator,NA,Robert K. Houton,DEM,3,6,4,3,3,19
Dorchester County,U.S. Senator,NA,Robin Ficker,REP,225,982,103,23,44,1377
Dorchester County,U.S. Senator,NA,Scottie J. Griffin,DEM,6,11,10,2,1,30
Dorchester County,U.S. Senator,NA,Steven Henry Seuferer,DEM,0,4,2,0,0,6
Frederick County,President - Vice Pres,NA,Dean Phillips,DEM,28,177,56,17,71,349
Frederick County,President - Vice Pres,NA,Donald J. Trump,REP,2198,10479,1294,337,1336,15644
Frederick County,President - Vice Pres,NA,Joe Biden,DEM,2237,8430,4243,937,6208,22055
Frederick County,President - Vice Pres,NA,Marianne Williamson,DEM,34,354,96,37,136,657
Frederick County,President - Vice Pres,NA,Nikki R. Haley,REP,470,2127,777,151,797,4322
Frederick County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,234,1266,350,110,579,2539
Frederick County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,4,35,10,2,8,59
Frederick County,U.S. Senator,NA,Angela Alsobrooks,DEM,651,3209,893,335,2083,7171
Frederick County,U.S. Senator,NA,Brian E. Frydenborg,DEM,15,74,25,6,53,173
Frederick County,U.S. Senator,NA,Chris Chaffee,REP,93,412,44,17,41,607
Frederick County,U.S. Senator,NA,David J. Trone,DEM,1780,6478,3604,726,4681,17269
Frederick County,U.S. Senator,NA,John A. Myrick,REP,80,314,39,13,49,495
Frederick County,U.S. Senator,NA,Joseph Perez,DEM,20,80,30,6,19,155
Frederick County,U.S. Senator,NA,Laban Y. Seyoum,REP,9,34,5,5,8,61
Frederick County,U.S. Senator,NA,Larry Hogan,REP,1462,6941,1665,337,1619,12024
Frederick County,U.S. Senator,NA,Lorie R. Friend,REP,66,285,49,18,62,480
Frederick County,U.S. Senator,NA,Marcellus Crews,DEM,10,64,15,6,20,115
Frederick County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,13,56,27,7,11,114
Frederick County,U.S. Senator,NA,Moe H. Barakat,REP,12,103,21,7,24,167
Frederick County,U.S. Senator,NA,Robert K. Houton,DEM,9,36,13,3,9,70
Frederick County,U.S. Senator,NA,Robin Ficker,REP,950,4467,277,97,367,6158
Frederick County,U.S. Senator,NA,Scottie J. Griffin,DEM,17,54,24,4,11,110
Frederick County,U.S. Senator,NA,Steven Henry Seuferer,DEM,5,23,4,1,4,37
Garrett County,President - Vice Pres,NA,Dean Phillips,DEM,6,13,5,3,0,27
Garrett County,President - Vice Pres,NA,Donald J. Trump,REP,775,2607,419,88,89,3978
Garrett County,President - Vice Pres,NA,Joe Biden,DEM,174,341,374,62,107,1058
Garrett County,President - Vice Pres,NA,Marianne Williamson,DEM,2,11,9,3,2,27
Garrett County,President - Vice Pres,NA,Nikki R. Haley,REP,115,246,138,22,29,550
Garrett County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,26,90,36,10,16,178
Garrett County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,0,5,1,1,0,7
Garrett County,U.S. Senator,NA,Angela Alsobrooks,DEM,27,58,53,11,17,166
Garrett County,U.S. Senator,NA,Brian E. Frydenborg,DEM,0,1,4,1,1,7
Garrett County,U.S. Senator,NA,Chris Chaffee,REP,18,118,21,3,10,170
Garrett County,U.S. Senator,NA,David J. Trone,DEM,172,353,347,60,97,1029
Garrett County,U.S. Senator,NA,John A. Myrick,REP,19,39,11,2,5,76
Garrett County,U.S. Senator,NA,Joseph Perez,DEM,3,6,3,3,1,16
Garrett County,U.S. Senator,NA,Laban Y. Seyoum,REP,0,7,2,0,1,10
Garrett County,U.S. Senator,NA,Larry Hogan,REP,361,1043,346,61,63,1874
Garrett County,U.S. Senator,NA,Lorie R. Friend,REP,68,250,50,14,12,394
Garrett County,U.S. Senator,NA,Marcellus Crews,DEM,0,4,2,0,1,7
Garrett County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,1,9,1,0,1,12
Garrett County,U.S. Senator,NA,Moe H. Barakat,REP,3,36,2,2,1,44
Garrett County,U.S. Senator,NA,Robert K. Houton,DEM,3,3,1,1,1,9
Garrett County,U.S. Senator,NA,Robin Ficker,REP,419,1315,141,27,26,1928
Garrett County,U.S. Senator,NA,Scottie J. Griffin,DEM,3,9,3,0,2,17
Garrett County,U.S. Senator,NA,Steven Henry Seuferer,DEM,0,0,0,0,0,0
Harford County,President - Vice Pres,NA,Dean Phillips,DEM,40,192,80,28,13,353
Harford County,President - Vice Pres,NA,Donald J. Trump,REP,4065,12119,2516,880,254,19834
Harford County,President - Vice Pres,NA,Joe Biden,DEM,2525,5377,4527,1894,720,15043
Harford County,President - Vice Pres,NA,Marianne Williamson,DEM,53,308,108,56,31,556
Harford County,President - Vice Pres,NA,Nikki R. Haley,REP,828,2174,1191,358,124,4675
Harford County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,279,953,494,201,100,2027
Harford County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,6,60,18,1,0,85
Harford County,U.S. Senator,NA,Angela Alsobrooks,DEM,1244,3399,1589,987,494,7713
Harford County,U.S. Senator,NA,Brian E. Frydenborg,DEM,17,71,40,19,13,160
Harford County,U.S. Senator,NA,Chris Chaffee,REP,126,477,76,28,10,717
Harford County,U.S. Senator,NA,David J. Trone,DEM,1480,2804,3153,1054,321,8812
Harford County,U.S. Senator,NA,John A. Myrick,REP,72,225,58,20,9,384
Harford County,U.S. Senator,NA,Joseph Perez,DEM,21,100,47,9,2,179
Harford County,U.S. Senator,NA,Laban Y. Seyoum,REP,12,24,4,2,1,43
Harford County,U.S. Senator,NA,Larry Hogan,REP,2916,8532,3042,923,269,15682
Harford County,U.S. Senator,NA,Lorie R. Friend,REP,84,213,73,18,11,399
Harford County,U.S. Senator,NA,Marcellus Crews,DEM,21,56,44,14,1,136
