name,email,subject,date,year,month,day,hour,minute,domain,body,party,disclaimer
Trump Supporter Alerts,news@e.americanbriefing.com,"What Big Government waste should Trump, Elon, and Vivek cut first?",2024-11-14T12:02:43Z,2024,11,14,12,2,e.americanbriefing.com,"Cast your vote: Should Trump axe failed infrastructure projects or liberal petprojects first?͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏ ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏ ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏ ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  ͏  | Liquid error: Internal error Liquid error: Internal error Liquid error:Internal error Liquid error: Internal error Fellow Conservative,******Justice won't prevail without us.** As President Trump prepares to takeoffice, it's CRUCIAL we stand with him to make America great again. The Bidenadministration's reckless spending and Big Government waste have put ournation's future at risk. _It's time to take action and hold them accountable._With Trump's pledge to reverse many of the Biden administration's actionsusing executive orders and the Congressional Review Act, we have a uniqueopportunity to cut wasteful spending and restore American greatness. But weneed your help to make it happen.## **What Big Government waste should Trump, Elon, and Vivek cut first?**| | RESPOND NOW ---  Should it be the billions wasted on ineffective infrastructure projects or themillions squandered on liberal pet projects? **Let us know by responding toour FLASH POLL immediately.****RESPOND IMMEDIATELY** to stand with President Trump and help ElectRepublicans who will fight for our values and defend America's sovereignty.Every response counts in this fight. Your feedback will help Republicans shapeour reform agenda and save America.| RESPOND NOW ---  By taking action today, you'll be part of a movement that's committed tomaking America great again. **Don't let the liberals and Big Governmentbureaucrats stand in our way.** Stand with Trump and stand with us._**Trump Supporter Alerts**_     **Need help? Select your email provider for instructions: iCloud | Gmail | Outlook | Yahoo Mail | AOL Mail ** Elect Republicans, 9648 Olive Blvd, Ste 300, Olivette, MO 63132 Contributions to Elect Republicans are not deductible for federal income tax purposes. Paid for by Elect Republicans and not authorized by any candidate or candidate’s committee. 9648 Olive Blvd, Ste 300, Olivette, MO 63132  ![](http://e.americanbriefing.com/rd/9z2zd76s3r27b148q39vjoalq7pkv3n5i5ao8bj0mp0_rp22sh2s8i6epj4clgeaor4cjh2bs)  American Briefing --- _PO Box 2221 Fort Collins, CO 80522_ _**unsubscribe**_ | _manage data preferences_",R,TRUE
Donald J. Trump,contact@win.donaldjtrump.com,Don’t share this with anyone,2024-11-07T22:07:21Z,2024,11,7,22,7,win.donaldjtrump.com,"But here’s one more question I want you to answer…                                    | | | | |  --- ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/fb/fb9c6d45-479d-4f91-a02d-7dbf2cb6d4d1/classic-white-logo-slimmed-down.png) | ---  # **FROM PRESIDENT-ELECT TRUMP**  ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/b0/b028923f-aa71-493e-a406-a3ae3dd63e4b/trumpheadshot.png) | --- | --- Friend, THANK YOU! I look forward to saving America as the 47th President ofthe United States. Without you showing up for the MAGA movement, we wouldn’t have seen such aTRUMP LANDSLIDE! **_I LOVE YOU._** _Now, I have one more question to ask you before I take back the White House:__WHAT SHOULD BE MY PRIORITY ON DAY ONE OF MY PRESIDENCY?_  TAKE SURVEY Thank you again, may God bless you, ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/cb/cb3fa8bb-6df3-4771-a7a6-1eb7fa1da014/trump-signature.png) Donald J. Trump President-elect of the United States RESPOND TO TRUMP | --- | --- | --- | --- | --- | --- Contributions to Trump National Committee JFC Inc. are not deductible forfederal income tax purposes. All contributions are subject to the limits andprohibitions of the Federal Election Campaign Act. Contributions fromcorporations, foreign nationals (i.e., without “green cards”), federalgovernment contractors, and other federally impermissible sources are strictlyprohibited. Contributions made in the name of, or refunded by, any otherperson are unlawful. | Paid for by Trump National Committee JFC, a joint fundraising committee ofNever Surrender, Inc. and the Republican National Committee. ---   You are receiving this email at dpwillis67@gmail.com Trump National Committee JFC Inc., PO Box 509, Arlington, VA 22216 donaldjtrump.com If you'd like to change your subscription status follow this link. Privacy Policy  ![](https://email.win.donaldjtrump.com/o/eJw8zstqwzAQheGnkXcx0vFllIUWbppNCSWlheKlpFEaFflCnDrN2xeX4O38H8yx3Zji6W4EPQngHHkSgCgaATRv-Hz_CPtAm2N7HDZ2H15el4rdg85Yce9tz43XRdip6dDWkX_bw6xWfr2PYcWPp3nobEzLlZ4zNvAa3mfBKCqUVISKsrOpNPzWW03a6bJyhdOSnaxlbZmlrpBFA4lSKUmAJKg8nBjB6S0TXK1KJUp5i33OQ28Tf18vP92Y-6HLLobHW0wpTjWJUn4tY_7DbPAXAAD__-lRUC4)",R,TRUE
Team Trump,contact@win.donaldjtrump.com,The Trump Oath of Office,2024-11-07T21:32:40Z,2024,11,7,21,32,win.donaldjtrump.com,"Confirm your Inauguration Day tickets                                             | | | | |  --- ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/09/09fac220-9e37-4b19-8313-b7ac2ae6d85a/final-official-logo.png) | ---  # **_THE TRUMP OATH OF OFFICE!_**  Friend, When he’s sworn in as the 47th President of the United States on January 20,2025, we want you there! **_So PLEASE enter for a chance to win OFFICIAL TRUMP INAUGURATION TICKETSASAP>_** CONFIRM TICKET ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/b0/b0724dd0-998c-4e9b-913c-1b90e816303a/join-president-trump-at-his-second-inauguration.png) TRUMP INAUGURATION TICKET ENTRY _Your stay will be 100% FREE. We’ll cover the cost of travel and your flight._ You’ll also get to bring a PLUS ONE TOO. When he raises his right hand to be sworn in as the President of the UnitedStates, we want to know that a TOP 1% TRUMP SUPPORTER got the chance to see itLIVE IN PERSON! This is just a small token of our appreciation for always supporting Donald J.Trump. It wasn’t possible without you! **So please confirm your TRUMP INAUGURATION TICKETS ASAP!>**  CONFIRM TICKET Thank you and may God bless you, Team Trump TRUMP INAUGURATION TICKET ENTRY | --- | --- | --- | --- | --- | --- Contributions to Trump National Committee JFC Inc. are not deductible forfederal income tax purposes. All contributions are subject to the limits andprohibitions of the Federal Election Campaign Act. Contributions fromcorporations, foreign nationals (i.e., without “green cards”), federalgovernment contractors, and other federally impermissible sources are strictlyprohibited. Contributions made in the name of, or refunded by, any otherperson are unlawful. | Paid for by Trump National Committee JFC, a joint fundraising committee ofNever Surrender, Inc. and the Republican National Committee. ---   You are receiving this email at dpwillis67@gmail.com Trump National Committee JFC Inc., PO Box 509, Arlington, VA 22216 donaldjtrump.com If you'd like to change your subscription status follow this link. Privacy Policy  ![](https://email.win.donaldjtrump.com/o/eJw8zstu6jAUheGncWZE3svGNgMPyDkMWolKVSvRqfGluHUuEBrE21epUKb7_6S9XDuUnO6W6YYBpxxGBjCxZcD2FYe397iLetVI-l65XXx-mSv-PeiEBXfe7c_bp6F8pP1o-ikfmnOcaOHX-xAX_Hhax9blMl_1_ypYeAPvq2hJC-KkiKvqZDfqKKLUiG4tSIJUgkkxQmljUqJNlS04JBHXIAHJay-DcBsP77DW5uiZ5Lfc1aHvXAlf18tPO9S-b6uLDcMtl5JHpZnkn_OYvzBZ_AYAAP__CoVQgA)",R,TRUE
Kamala HQ,info@contact.kamalaharris.com,If,2024-11-08T01:48:23Z,2024,11,8,1,48,contact.kamalaharris.com,"We know the results in the presidential election were something any of us had hoped for and we know that you are probably facing this moment with a mix of fear, anger and concern about what's to come. | | |                                                                                                                                    --- ![Harris forPresident](https://actionnetwork.org/s3_files/uploads/data/000/951/481/original/HFP-FightFund-SingleColor-HarrisBlue.png) Peter, the results in the presidential election weren’t what any of us had hoped for. We know that you are probably feeling a mix of fear, anger and concern about what's to come. But, as the Vice President said last night, we cannot throw up our hands when it is time to roll up our sleeves. **Right now, there are a number of very important Senate races that are yet to be called or have been won by small margins and will be subject to legal challenges.**_We have to do what we can to win those critical races, and defend the outcome of the ones we have won in court._ If you’re in a position to do so, please contribute $50 to the Harris Fight Fund program now. The donation you give will help Democratic candidates across the country who need to protect their victories and make sure every vote is counted in their races. _If you've saved payment information with ActBlue Express, your donation will go through immediately:_ | | $50 >> --- | $75 >> --- | $100 >> --- | $250 >> --- | $500 >> --- | Other >> ---  Thank you and we'll be in touch,Kamala HQ          * * *| | DONATE --- | TAKE ACTION --- | SHOP ---  * * *This email was sent to **dpwillis67@gmail.com**. Thank you so much for being asupporter. But Peter, we don't want to bother you. If you’d like tounsubscribe from all Harris for President emails, you can **click here**.Contributions or gifts to Harris Victory Fund are not tax deductible. Wesincerely thank you for your help and support. Paid for by Harris VictoryFund, a joint fundraising committee authorized by Harris for President, theDemocratic National Committee and the State Democratic Parties in thesestates: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS,KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH,OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, and WY. ---  The first $41,300/$15,000 from a person/multicandidate committee (“PAC”) willbe allocated to the DNC. The next $3,300/$5,000 from a person/PAC will beallocated to Harris for President’s Recount Account. The next$510,000/$255,000 from a person/PAC will be split equally among the Democraticstate parties from these states: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA,HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE,NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI,WV, and WY. Any additional funds will be allocated to the DNC, subject toapplicable contribution limits.A contributor may designate their contribution for a particular participant bycontacting **info@kamalaharris.com**.The allocation formula above may changeif following it would result in an excessive contribution.   ![](https://click.contact.kamalaharris.com/ss/o/u001.ZbNyqOfLYPaP-d23SgKjnQ/4ba/tCzaA0TbRtiYGKQ0AuGMhQ/ho.gif)",D,TRUE
Letter to Trump,info@freedomfirstalert.com,"Thank you, President Trump. From: Fellow American",2024-11-07T22:43:22Z,2024,11,7,22,43,freedomfirstalert.com,"Your support means the world to me They tried to bankrupt him. They tried toimprison him. They even tried to kill him. Will you sign our thank you note toPresident Trump?                                                                                                                                                         Friend, They tried to bankrupt him. They tried to imprisonhim. They even tried to kill him. But he never stopped fighting for us. Andnow, President Donald J. Trump will once again be President of the UnitedStates. We are so grateful for all he has done for us, so House Republicansare sending him a letter to show our thanks. Will you join us and say THANKYOU PRESIDENT TRUMP, by signing this heartfelt note? THANK YOU PRESIDENTTRUMP SIGN THE THANK YOU NOTE You’ve been with the MAGA movement for so long,and as one of the most dedicated patriots in the movement, it would mean a lotif your name was on this thank you letter. So, without further ado, will youplease sign House Republicans thank you note to President Trump? THANK YOUPRESIDENT TRUMP SIGN THE THANK YOU NOTE America first, House GOP Paid for bythe NRCC and not authorized by any candidate or candidate's committee.NRCC.orgNRCC 320 First St SE Washington, DC 20003 By providing your cell phone ormobile phone number you are consenting to receive calls and texts, includingautodialed and automated calls and texts, to that number with campaignnotifications from the National Republican Congressional Committee (21818).NRCC is happy to help at 888-606-1023. Reply HELP for help, STOP to end.MessFreqMayVary. Msg&DataRatesMayApply.; Message frequency may vary. Terms andConditionshere . Privacy Policy Unsubscribe",R,TRUE
Team Trump,contact@win.donaldjtrump.com,Trump Inauguration gift?,2024-11-10T21:32:34Z,2024,11,10,21,32,win.donaldjtrump.com,"Congratulations, we just released the Official Trump Calendar!                                | | | | |  --- ![](https://cdn.nucleusfiles.com/09/09fac220-9e37-4b19-8313-b7ac2ae6d85a/final-official-logo.png) | --- Friend, Are you looking for a gift before the TRUMP INAUGURATION? _We’re very pleased to announce the release of the Official 2025 TrumpCalendar!_ ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/51/5178b4cd-6384-45cd-9256-20ae7a4c3e82/cropped-calendar-version.png) CONFIRM ORDER Just let us know where we should ship them, and our team will get them to youASAP! Since it’s November, let’s give you a sneak peek at what we’ve got inside…  ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/07/07827ecc-3e9d-4da1-b824-c175e98ca155/trump-turkey.png) CONFIRM ORDER Thank you and God bless you, Team Trump CONFIRM ORDER | --- | --- | --- | --- | --- | --- Contributions to Trump National Committee JFC Inc. are not deductible forfederal income tax purposes. All contributions are subject to the limits andprohibitions of the Federal Election Campaign Act. Contributions fromcorporations, foreign nationals (i.e., without “green cards”), federalgovernment contractors, and other federally impermissible sources are strictlyprohibited. Contributions made in the name of, or refunded by, any otherperson are unlawful. | Paid for by Trump National Committee JFC, Inc., P.O. Box 509, Arlington, VA22216. Not Authorized by any Candidate or Candidate’s Committee. ---   You are receiving this email at dpwillis67@gmail.com Trump National Committee JFC Inc., PO Box 509, Arlington, VA 22216 donaldjtrump.com If you'd like to change your subscription status follow this link. Privacy Policy  ![](https://email.win.donaldjtrump.com/o/eJw8zsFO6zAQheGncXaN7PEkThZe9F4qJIQQFUhAd7bHIS52YpqSqm-Pgqps5_-kOSblGLqrZuofA-gDTQyAyS0D2O7h7eXV77zaPH-8f2_Mzj88LRX-3-gMKx6cOcrDZL8e-8OU7N6N99nPYuXna_Yrvj0tfTIhLld1V5AG14BzhddCSQEKsWqLXhuHjaka3qqu5g6ERUvUkCQyXWVrUQQNHFAIwUFIkFhWbY2d6mrDPQKSZcgvYShpHEyk4_n0k3LpxlScNOVLiDFMtWLIP5cxf2HW8BsAAP__zJFRnQ)",R,TRUE
President-Elect Trump,contact@win.donaldjtrump.com,Have you seen my brand new victory hat?,2024-11-08T20:12:41Z,2024,11,8,20,12,win.donaldjtrump.com,"Friend, words can’t describe how grateful I am for you.                             | | | | |  --- ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/09/09fac220-9e37-4b19-8313-b7ac2ae6d85a/final-official-logo.png) | ---  # **_THIS VICTORY IS BECAUSE OF YOU!_**  ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/28/283d1980-6117-476d-a756-9491be7e4039/victory-hat.jpg) CONFIRM DELIVERY Friend, This win would have never happened without you** _._** For all that you’ve done, we wanted to send you the _**OFFICIAL Trump VictoryHat.**_ **This movement is fueled by freedom-loving Patriots like you, and you deserveto have access to it first>**  CONFIRM DELIVERY _There will never be a hat like this and we want to know if you think I shouldwear it at my inauguration?_ **Don’t let someone else claim YOUR TRUMP VICTORY HAT>** ORDER TRUMP VICTORY HAT Thank you,  ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/b0/b028923f-aa71-493e-a406-a3ae3dd63e4b/trumpheadshot.png) ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/cb/cb3fa8bb-6df3-4771-a7a6-1eb7fa1da014/trump-signature.png) Donald J. Trump President - Elect of the United States  ORDER TRUMP VICTORY HAT | --- | --- | --- | --- | --- | --- Contributions to Trump National Committee JFC Inc. are not deductible forfederal income tax purposes. All contributions are subject to the limits andprohibitions of the Federal Election Campaign Act. Contributions fromcorporations, foreign nationals (i.e., without “green cards”), federalgovernment contractors, and other federally impermissible sources are strictlyprohibited. Contributions made in the name of, or refunded by, any otherperson are unlawful. | Paid for by Trump National Committee JFC, a joint fundraising committee ofNever Surrender, Inc. and the Republican National Committee. ---   You are receiving this email at dpwillis67@gmail.com Trump National Committee JFC Inc., PO Box 509, Arlington, VA 22216 donaldjtrump.com If you'd like to change your subscription status follow this link. Privacy Policy  ![](https://email.win.donaldjtrump.com/o/eJw8zsGKwjAQxvGnSW-WzCRN0kMOddfDLrggCrJ7GyapZmlrtW6Lb79UpNf5_2A-avsm1Q8v7FognlMYBKJQlUCsdnjcH-Im2tU3TacVbeLn11zx7UVHXHDHtL1WH_3u57AdHKj9cX2NIyz8_ujjgl9P89hSauarfc-CR3bInEUPVoEsjStMdvaKayaS0rAlBQXKgjjU1rE1IZauyJJHiRpAOpSAGnJgq9k4pV0NdRlQaDmlLg-Xjprwe7_9tX3Olza7-dBPqWnSYKzQ8jSPeYbR438AAAD__ybRUH0)",R,TRUE
Letter to Trump [via NRCC],news@iesp.conservativelibertywire.com,Last chance to add your name to our thank you note,2024-11-10T12:01:43Z,2024,11,10,12,1,iesp.conservativelibertywire.com,"We’re putting together a BEAUTIFUL thank you note for President Trump- willyou sign it? We’re putting together a BEAUTIFUL thank you note for PresidentTrump- will you sign it?                                                                                                                                                         President Trump, we love you. Join House GOP and signour BEAUTIFUL thank you letter of LOVE to President Trump! READ & SIGN LETTERTO TRUMP President Trump has done so much for us over these past few years,and he’s going to do it all again during his second administration! For that,he deserves a BIG thank you! Say “thank you President Trump” and sign HouseGOP’s letter to him today! READ & SIGN LETTER TO TRUMP The deep state, thefake news media, and the rest of the radical left have been put on notice. Ourcountry is going to be made great again, and it’s going to be made great againsoon. But for now, we need to stand together and say thank you to the man whomade it all possible-President Donald J. Trump. Will you sign this letterright away? READ & SIGN LETTER TO TRUMP America first, House GOP Paid for bythe NRCC and not authorized by any candidate or candidate's committee.NRCC.orgNRCC 320 First St SE Washington, DC 20003 By providing your cell phone ormobile phone number you are consenting to receive calls and texts, includingautodialed and automated calls and texts, to that number with campaignnotifications from the National Republican Congressional Committee (21818).NRCC is happy to help at 888-606-1023. Reply HELP for help, STOP to end.MessFreqMayVary. Msg&DataRatesMayApply.; Message frequency may vary. Terms andConditionshere . Privacy Policy Conservative Liberty Wire PO Box 1188 FortCollins, CO 80522 unsubscribe |manage data preferences",R,TRUE
Trump Alerts | American Principles Project,news@iesp.freedomnationtoday.com,Trump’s HUGE win is causing MELTDOWNS of EPIC proportions!,2024-11-12T19:04:26Z,2024,11,12,19,4,iesp.freedomnationtoday.com,"But his DAY ONE policy has them going NUCLEAR. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏  Patriot, Trump’s HUGE win is causing MELTDOWNS of EPICproportions! But his DAY ONE policy has them going NUCLEAR. WATCH HERE >>For America, American Principles Project PAID FOR BY AMERICAN PRINCIPLESPROJECT American Principles Project 2800 Shirlington Road, Suite 901Arlington, VA 22206 Freedom Nation Today PO Box 2221 Fort Collins, CO 80522unsubscribe |manage data preferences",R,TRUE
President Trump,contact@win.donaldjtrump.com,It’s an honor to be elected as your 47th President,2024-11-06T19:06:21Z,2024,11,6,19,6,win.donaldjtrump.com,"Total victory! Thanks to you, WE WON!                                             | | | | |  --- ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/fb/fb9c6d45-479d-4f91-a02d-7dbf2cb6d4d1/classic-white-logo-slimmed-down.png) | ---  # **MESSAGE FROM PRESIDENT TRUMP**  | --- | --- We overcame obstacles that nobody thought possible. It’s a political victory that our country has never seen before. I want to thank the American people for the extraordinary honor of beingelected your 47th president. To every citizen of our country, here is my promise: **_I will fight for you, for your family, and your future. Every single day Iwill be fighting for you with every breath in my body._** **_I will not rest until we have delivered the strong, safe and prosperousAmerica that our children deserve and that you deserve. This will truly be thegolden age of America._** Together, we're going to unlock America's glorious destiny. We're going toachieve the most incredible future for our people. So thank you once again for electing me in a landslide victory. We have a lot to work to do, but I know with you by my side, WE WILL MAKEAMERICA GREAT AGAIN!  DONATE Thank you, ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/b0/b028923f-aa71-493e-a406-a3ae3dd63e4b/trumpheadshot.png) ![MAKE AMERICA GREAT AGAIN.>](https://cdn.nucleusfiles.com/cb/cb3fa8bb-6df3-4771-a7a6-1eb7fa1da014/trump-signature.png) Donald J. Trump 45th President of the United States DONATE | --- | --- | --- | --- | --- | --- Contributions to Trump National Committee JFC Inc. are not deductible forfederal income tax purposes. All contributions are subject to the limits andprohibitions of the Federal Election Campaign Act. Contributions fromcorporations, foreign nationals (i.e., without “green cards”), federalgovernment contractors, and other federally impermissible sources are strictlyprohibited. Contributions made in the name of, or refunded by, any otherperson are unlawful. | Paid for by Trump National Committee JFC, Inc., P.O. Box 509, Arlington, VA22216. Not Authorized by any Candidate or Candidate’s Committee. ---   You are receiving this email at dpwillis67@gmail.com Trump National Committee JFC Inc., PO Box 509, Arlington, VA 22216 donaldjtrump.com If you'd like to change your subscription status follow this link. Privacy Policy  ![](https://email.win.donaldjtrump.com/o/eJw8zrFugzAUheGnMVuQfQw2DB7SlqEdKqFWbVZjXwdH4KCQEqVPX1FFrPf_pHvsOA0x3A3TTwzoo58ZwOSeAfsW3x-f1JDefTVlt7MNvb2vFc8PumDDydn60PaHo3JpXvjv6ym15SI2fr1PtOHH05xGG4f1ql8yb-AqOJeREVryGqKCzHpTVnC-tF7yEIIl8kEpbcuCqNIOXmTRgKMQgitRcwWRh66Dk11VeEmdC5oV_BZT7s_JDv50vfyMU-7OY3YxfrrFYYizWs1xHfMfFoO_AAAA__-QrFII)",R,TRUE
Kamala HQ,info@contact.kamalaharris.com,Donate $50 to the Harris Fight Fund program to help Democratic candidates who need to protect their victories and make sure every vote is counted,2024-11-09T19:30:26Z,2024,11,9,19,30,contact.kamalaharris.com,"We have to do what we can to win those critical races, and defend the outcome of the ones we have won in court. | | |                                                                                                                                    --- ![Harris forPresident](https://actionnetwork.org/s3_files/uploads/data/000/951/481/original/HFP-FightFund-SingleColor-HarrisBlue.png) **Right now, there are a number of very important races that are yet to be called or have been won by small margins and will be subject to legal challenges.**_We have to do what we can to win those critical races, and defend the outcome of the ones we have won in court._ __ If you’re in a position to do so, please contribute $50 to the Harris Fight Fund program now. The donation you give will help Democratic candidates across the country who need to protect their victories and make sure every vote is counted in their races. _If you've saved payment information with ActBlue Express, your donation will go through immediately:_ | | $50 >> --- | $75 >> --- | $100 >> --- | $250 >> --- | $500 >> --- | Other >> ---  Thank you and we'll be in touch,Kamala HQ          * * *| | DONATE --- | TAKE ACTION --- | SHOP ---  * * *This email was sent to **dpwillis67@gmail.com**. Thank you so much for being asupporter. But Peter, we don't want to bother you. If you’d like tounsubscribe from all Harris for President emails, you can **click here**.Contributions or gifts to Harris Victory Fund are not tax deductible. Wesincerely thank you for your help and support. Paid for by Harris VictoryFund, a joint fundraising committee authorized by Harris for President, theDemocratic National Committee and the State Democratic Parties in thesestates: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS,KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH,OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, and WY. ---  The first $41,300/$15,000 from a person/multicandidate committee (“PAC”) willbe allocated to the DNC. The next $3,300/$5,000 from a person/PAC will beallocated to Harris for President’s Recount Account. The next$510,000/$255,000 from a person/PAC will be split equally among the Democraticstate parties from these states: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA,HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE,NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI,WV, and WY. Any additional funds will be allocated to the DNC, subject toapplicable contribution limits.A contributor may designate their contribution for a particular participant bycontacting **info@kamalaharris.com**.The allocation formula above may changeif following it would result in an excessive contribution.   ![](https://click.contact.kamalaharris.com/ss/o/u001.ZbNyqOfLYPaP-d23SgKjnQ/4bb/MYiIMJGuR8y9rGykHNFe8Q/ho.gif)",D,TRUE
Team Trump Polling,contact@support.donaldjtrump.com,"After his landslide victory, President Trump wants to hear from you!",2024-11-13T23:05:57Z,2024,11,13,23,5,support.donaldjtrump.com,"He’s got a few critical questions he wants you to answer Do you have 5 minutesto spare for President Trump? Your next President asked us to reach out to histop 47 supporters to participate in our Official Post-Election Focus Group.THAT INCLUDES FRIEND! You’re getting a direct line to share your inputdirectly with the 47th President. As part of this select group of respondents,your answers will be used to represent all of VA. We’re waiting for you to getstarted, so please join in on the discussion HERE. >> ELECTION FOCUS GROUPThank you, Team Trump Polling Contributions to Trump National Committee JFCInc. are not deductible for federal income tax purposes. All contributions aresubject to the limits and prohibitions of the Federal Election Campaign Act.Contributions from corporations, foreign nationals (i.e., without “greencards”), federal government contractors, and other federally impermissiblesources are strictly prohibited. Contributions made in the name of, orrefunded by, any other person are unlawful. Paid for by Trump NationalCommittee JFC, Inc., P.O. Box 509, Arlington, VA 22216. Not Authorized by anyCandidate or Candidate’s Committee. You are receiving this email atdpwillis67@gmail.com. donaldjtrump.com It’s because of the commitment andsupport from real Patriots, like YOU, that we will SAVE AMERICA! Thank youagain for your generous support. If you'd like to change your subscriptionstatus followthis link. Privacy Policy",R,TRUE
Kamala HQ,info@contact.kamalaharris.com,Please let us explain.,2024-11-10T18:37:45Z,2024,11,10,18,37,contact.kamalaharris.com,"First and foremost, we want to acknowledge the fear, confusion, and sadness many of you are feeling at this moment. | | |                                                                                                                                    --- ![Harris forPresident](https://actionnetwork.org/s3_files/uploads/data/000/951/481/original/HFP-FightFund-SingleColor-HarrisBlue.png) First and foremost, we want to acknowledge the fear, confusion, and sadness many of you are feeling at this moment. For others, you may be looking for something meaningful and important to channel your emotions toward. If that's you, then we're asking you to make a donation to the Democratic Party today. **Here's why this request is so important.** As you read this, there are U.S. Senate and House races that are either too close to call, or within the margin of recounts or certain legal challenges. They all need our help to get across the finish line. Can you please rush a contribution to the Harris Fight Fund program today? We will put your donation to work making sure we succeed and count every vote in these final races. _If you've saved payment information with ActBlue Express, your donation will go through immediately:_ | | $50 >> --- | $75 >> --- | $100 >> --- | $250 >> --- | $500 >> --- | Other >> ---  Thank you,Kamala HQ          * * *| | DONATE --- | TAKE ACTION --- | SHOP ---  * * *This email was sent to **dpwillis67@gmail.com**. Thank you so much for being asupporter. But Peter, we don't want to bother you. If you’d like tounsubscribe from all Harris for President emails, you can **click here**.Contributions or gifts to Harris Victory Fund are not tax deductible. Wesincerely thank you for your help and support. Paid for by Harris VictoryFund, a joint fundraising committee authorized by Harris for President, theDemocratic National Committee and the State Democratic Parties in thesestates: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS,KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH,OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, and WY. ---  The first $41,300/$15,000 from a person/multicandidate committee (“PAC”) willbe allocated to the DNC. The next $3,300/$5,000 from a person/PAC will beallocated to Harris for President’s Recount Account. The next$510,000/$255,000 from a person/PAC will be split equally among the Democraticstate parties from these states: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA,HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE,NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI,WV, and WY. Any additional funds will be allocated to the DNC, subject toapplicable contribution limits.A contributor may designate their contribution for a particular participant bycontacting **info@kamalaharris.com**.The allocation formula above may changeif following it would result in an excessive contribution.   ![](https://click.contact.kamalaharris.com/ss/o/u001.ZbNyqOfLYPaP-d23SgKjnQ/4bc/mHgBvxNvTle4uvlVrV3BBA/ho.gif)",D,TRUE
