LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Baltimore City,07,41,028-006,NO LABELS MARYLAND,0,0,0,0,0
Baltimore City,07,41,028-006,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-006,REPUBLICAN,5,2,1,2,68
Baltimore City,07,41,028-006,UNAFFILIATED,0,0,0,12,0
Baltimore City,07,41,028-007,DEMOCRATIC,137,62,100,9,907
Baltimore City,07,41,028-007,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-007,NO LABELS MARYLAND,0,0,0,0,0
Baltimore City,07,41,028-007,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-007,REPUBLICAN,3,2,2,0,48
Baltimore City,07,41,028-007,UNAFFILIATED,0,0,0,1,0
Baltimore City,07,41,028-008,DEMOCRATIC,171,64,135,11,1248
Baltimore City,07,41,028-008,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-008,NO LABELS MARYLAND,0,0,0,0,0
Baltimore City,07,41,028-008,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-008,REPUBLICAN,2,0,0,0,40
Baltimore City,07,41,028-008,UNAFFILIATED,0,0,0,8,0
Baltimore City,07,41,028-009,DEMOCRATIC,154,45,149,18,1510
Baltimore City,07,41,028-009,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-009,NO LABELS MARYLAND,0,0,0,0,0
Baltimore City,07,41,028-009,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-009,REPUBLICAN,6,2,1,2,91
Baltimore City,07,41,028-009,UNAFFILIATED,0,0,0,8,0
Baltimore City,07,41,028-010,DEMOCRATIC,200,148,232,20,1573
Baltimore City,07,41,028-010,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-010,NO LABELS MARYLAND,0,0,0,0,0
Baltimore City,07,41,028-010,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-010,REPUBLICAN,8,2,6,0,93
Baltimore City,07,41,028-010,UNAFFILIATED,0,0,0,12,0
Baltimore City,07,41,028-011,DEMOCRATIC,195,169,211,20,1574
Baltimore City,07,41,028-011,LIBERTARIAN,0,0,0,1,0
Baltimore City,07,41,028-011,NO LABELS MARYLAND,0,0,0,0,0
Baltimore City,07,41,028-011,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-011,REPUBLICAN,6,2,2,0,65
Baltimore City,07,41,028-011,UNAFFILIATED,0,0,0,7,0
Baltimore City,07,41,028-012,DEMOCRATIC,140,128,181,15,1114
Baltimore City,07,41,028-012,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-012,NO LABELS MARYLAND,0,0,0,0,0
Baltimore City,07,41,028-012,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-012,REPUBLICAN,10,7,8,1,94
Baltimore City,07,41,028-012,UNAFFILIATED,0,0,0,5,0
Baltimore City,07,41,028-013,DEMOCRATIC,94,71,119,97,1082
Baltimore City,07,41,028-013,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-013,NO LABELS MARYLAND,0,0,0,0,0
Baltimore City,07,41,028-013,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,41,028-013,REPUBLICAN,1,1,1,0,43
Baltimore City,07,41,028-013,UNAFFILIATED,0,0,0,11,0
Baltimore City,07,41,028-014,DEMOCRATIC,52,26,32,2,479
Baltimore City,07,41,028-014,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-014,NO LABELS MARYLAND,0,0,0,0,0
Baltimore City,07,41,028-014,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-014,REPUBLICAN,1,2,2,0,27
Baltimore City,07,41,028-014,UNAFFILIATED,0,0,0,2,0
Baltimore City,07,41,028-015,DEMOCRATIC,156,63,166,10,1210
Baltimore City,07,41,028-015,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,028-015,NO LABELS MARYLAND,0,0,0,0,0
Baltimore City,07,41,028-015,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,41,028-015,REPUBLICAN,10,6,12,0,151
Baltimore City,07,41,028-015,UNAFFILIATED,0,0,0,7,0
Baltimore City,,,Unable to Determine,DEMOCRATIC,0,0,0,103,
Baltimore City,,,Unable to Determine,LIBERTARIAN,0,0,0,11,
Baltimore City,,,Unable to Determine,NO LABELS MARYLAND,0,0,0,1,
Baltimore City,,,Unable to Determine,OTHER PARTIES,0,0,0,31,
Baltimore City,,,Unable to Determine,REPUBLICAN,0,0,0,12,
Baltimore City,,,Unable to Determine,UNAFFILIATED,0,0,0,238,
Baltimore County,07,44B,001-001,DEMOCRATIC,199,135,220,16,2159
Baltimore County,07,44B,001-001,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-001,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,001-001,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,001-001,REPUBLICAN,9,7,10,3,162
Baltimore County,07,44B,001-001,UNAFFILIATED,0,0,0,4,0
Baltimore County,02,10,001-002,DEMOCRATIC,141,62,119,14,1239
Baltimore County,02,10,001-002,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,001-002,NO LABELS MARYLAND,0,0,0,1,0
Baltimore County,02,10,001-002,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,001-002,REPUBLICAN,11,6,10,0,120
Baltimore County,02,10,001-002,UNAFFILIATED,0,0,0,6,0
Baltimore County,02,44B,001-003,DEMOCRATIC,261,164,356,16,2197
Baltimore County,02,44B,001-003,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,44B,001-003,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,44B,001-003,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,44B,001-003,REPUBLICAN,73,40,66,3,652
Baltimore County,02,44B,001-003,UNAFFILIATED,0,0,0,8,0
Baltimore County,02,44B,001-004,DEMOCRATIC,286,136,354,13,2283
Baltimore County,02,44B,001-004,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,44B,001-004,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,44B,001-004,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,44B,001-004,REPUBLICAN,34,26,46,1,469
Baltimore County,02,44B,001-004,UNAFFILIATED,0,0,0,14,0
Baltimore County,07,44B,001-005,DEMOCRATIC,295,165,327,13,2684
Baltimore County,07,44B,001-005,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-005,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,001-005,OTHER PARTIES,0,0,0,3,0
Baltimore County,07,44B,001-005,REPUBLICAN,51,23,45,4,436
Baltimore County,07,44B,001-005,UNAFFILIATED,0,0,0,16,0
Baltimore County,07,44B,001-006,DEMOCRATIC,440,156,306,20,3113
Baltimore County,07,44B,001-006,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-006,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,001-006,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,001-006,REPUBLICAN,21,13,15,1,177
Baltimore County,07,44B,001-006,UNAFFILIATED,0,0,0,11,0
Baltimore County,07,44A,001-007,DEMOCRATIC,146,53,135,11,1311
Baltimore County,07,44A,001-007,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44A,001-007,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44A,001-007,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,44A,001-007,REPUBLICAN,33,15,24,1,328
Baltimore County,07,44A,001-007,UNAFFILIATED,0,0,0,7,0
Baltimore County,07,44A,001-008,DEMOCRATIC,252,122,294,13,2111
Baltimore County,07,44A,001-008,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44A,001-008,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44A,001-008,OTHER PARTIES,0,0,0,2,0
Baltimore County,07,44A,001-008,REPUBLICAN,75,41,71,2,826
Baltimore County,07,44A,001-008,UNAFFILIATED,0,0,0,3,0
Baltimore County,07,44A,001-009,DEMOCRATIC,177,87,169,7,1361
Baltimore County,07,44A,001-009,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44A,001-009,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44A,001-009,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44A,001-009,REPUBLICAN,60,23,40,2,472
Baltimore County,07,44A,001-009,UNAFFILIATED,0,0,0,9,0
Baltimore County,02,44B,001-010,DEMOCRATIC,211,92,242,18,1221
Baltimore County,02,44B,001-010,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,44B,001-010,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,44B,001-010,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,44B,001-010,REPUBLICAN,86,40,58,5,633
Baltimore County,02,44B,001-010,UNAFFILIATED,0,0,0,1,0
Baltimore County,02,10,001-011,DEMOCRATIC,181,106,287,12,1483
Baltimore County,02,10,001-011,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,001-011,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,001-011,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,001-011,REPUBLICAN,112,36,56,3,597
Baltimore County,02,10,001-011,UNAFFILIATED,0,0,0,8,0
Baltimore County,02,10,001-012,DEMOCRATIC,297,131,451,33,2048
Baltimore County,02,10,001-012,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,001-012,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,001-012,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,001-012,REPUBLICAN,172,75,130,1,1128
Baltimore County,02,10,001-012,UNAFFILIATED,0,0,0,8,0
Baltimore County,02,44B,001-013,DEMOCRATIC,144,68,188,7,903
Baltimore County,02,44B,001-013,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,44B,001-013,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,44B,001-013,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,44B,001-013,REPUBLICAN,79,29,30,0,431
Baltimore County,02,44B,001-013,UNAFFILIATED,0,0,0,1,0
Baltimore County,02,10,001-014,DEMOCRATIC,136,93,202,4,887
Baltimore County,02,10,001-014,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,001-014,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,001-014,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,001-014,REPUBLICAN,71,55,80,3,677
Baltimore County,02,10,001-014,UNAFFILIATED,0,0,0,0,0
Baltimore County,07,44B,001-015,DEMOCRATIC,103,81,128,12,821
Baltimore County,07,44B,001-015,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-015,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,001-015,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,001-015,REPUBLICAN,56,22,42,4,445
Baltimore County,07,44B,001-015,UNAFFILIATED,0,0,0,1,0
Baltimore County,07,44A,001-016,DEMOCRATIC,206,40,602,16,1254
Baltimore County,07,44A,001-016,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44A,001-016,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44A,001-016,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44A,001-016,REPUBLICAN,156,30,228,20,748
Baltimore County,07,44A,001-016,UNAFFILIATED,0,0,0,11,0
Baltimore County,02,10,001-017,DEMOCRATIC,326,176,271,16,3372
Baltimore County,02,10,001-017,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,001-017,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,001-017,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,001-017,REPUBLICAN,12,8,23,3,262
Baltimore County,02,10,001-017,UNAFFILIATED,0,0,0,13,0
Baltimore County,07,10,001-018,DEMOCRATIC,11,10,25,1,197
Baltimore County,07,10,001-018,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,001-018,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,10,001-018,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,001-018,REPUBLICAN,1,2,1,0,21
Baltimore County,07,10,001-018,UNAFFILIATED,0,0,0,0,0
Baltimore County,07,44B,001-019,DEMOCRATIC,7,0,9,0,49
Baltimore County,07,44B,001-019,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-019,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,001-019,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,001-019,REPUBLICAN,5,3,2,0,23
Baltimore County,07,44B,001-019,UNAFFILIATED,0,0,0,0,0
Baltimore County,02,44A,001-020,DEMOCRATIC,90,52,121,5,722
Baltimore County,02,44A,001-020,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,44A,001-020,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,44A,001-020,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,44A,001-020,REPUBLICAN,22,15,25,0,230
Baltimore County,02,44A,001-020,UNAFFILIATED,0,0,0,1,0
Baltimore County,07,44B,001-021,DEMOCRATIC,124,83,110,3,987
Baltimore County,07,44B,001-021,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,001-021,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,001-021,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,001-021,REPUBLICAN,3,10,4,1,80
Baltimore County,07,44B,001-021,UNAFFILIATED,0,0,0,4,0
Baltimore County,07,10,001-022,DEMOCRATIC,1,3,5,0,23
Baltimore County,07,10,001-022,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,001-022,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,10,001-022,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,001-022,REPUBLICAN,2,0,0,0,14
Baltimore County,07,10,001-022,UNAFFILIATED,0,0,0,0,0
Baltimore County,07,44A,001-023,DEMOCRATIC,162,54,141,7,1144
Baltimore County,07,44A,001-023,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44A,001-023,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44A,001-023,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,44A,001-023,REPUBLICAN,46,19,29,0,459
Baltimore County,07,44A,001-023,UNAFFILIATED,0,0,0,3,0
Baltimore County,07,44B,002-001,DEMOCRATIC,194,102,216,13,1401
Baltimore County,07,44B,002-001,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,002-001,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,002-001,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,002-001,REPUBLICAN,5,4,5,0,56
Baltimore County,07,44B,002-001,UNAFFILIATED,0,0,0,7,0
Baltimore County,07,44B,002-002,DEMOCRATIC,240,198,383,16,2757
Baltimore County,07,44B,002-002,LIBERTARIAN,0,0,0,1,0
Baltimore County,07,44B,002-002,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,002-002,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,002-002,REPUBLICAN,10,5,6,0,110
Baltimore County,07,44B,002-002,UNAFFILIATED,0,0,0,4,0
Baltimore County,02,44B,002-003,DEMOCRATIC,16,18,42,3,279
Baltimore County,02,44B,002-003,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,44B,002-003,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,44B,002-003,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,44B,002-003,REPUBLICAN,0,1,0,0,18
Baltimore County,02,44B,002-003,UNAFFILIATED,0,0,0,2,0
Baltimore County,07,44B,002-004,DEMOCRATIC,297,182,343,20,2630
Baltimore County,07,44B,002-004,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,002-004,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,002-004,OTHER PARTIES,0,0,0,1,0
Baltimore County,07,44B,002-004,REPUBLICAN,9,8,7,2,124
Baltimore County,07,44B,002-004,UNAFFILIATED,0,0,0,7,0
Baltimore County,07,44B,002-005,DEMOCRATIC,206,123,231,9,1811
Baltimore County,07,44B,002-005,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,002-005,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,002-005,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,002-005,REPUBLICAN,8,2,8,0,82
Baltimore County,07,44B,002-005,UNAFFILIATED,0,0,0,3,0
Baltimore County,07,44B,002-006,DEMOCRATIC,290,205,404,13,2800
Baltimore County,07,44B,002-006,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,002-006,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,002-006,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,002-006,REPUBLICAN,16,4,10,1,139
Baltimore County,07,44B,002-006,UNAFFILIATED,0,0,0,6,0
Baltimore County,07,44B,002-007,DEMOCRATIC,126,82,116,7,1481
Baltimore County,07,44B,002-007,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,002-007,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,002-007,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,44B,002-007,REPUBLICAN,3,1,4,2,56
Baltimore County,07,44B,002-007,UNAFFILIATED,0,0,0,3,0
Baltimore County,02,11B,002-008,DEMOCRATIC,349,228,484,21,2527
Baltimore County,02,11B,002-008,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,11B,002-008,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,11B,002-008,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,11B,002-008,REPUBLICAN,13,9,22,1,161
Baltimore County,02,11B,002-008,UNAFFILIATED,0,0,0,12,0
Baltimore County,07,10,002-009,DEMOCRATIC,177,88,225,6,1785
Baltimore County,07,10,002-009,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-009,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,10,002-009,OTHER PARTIES,0,0,0,3,0
Baltimore County,07,10,002-009,REPUBLICAN,6,1,15,0,85
Baltimore County,07,10,002-009,UNAFFILIATED,0,0,0,8,0
Baltimore County,07,10,002-010,DEMOCRATIC,372,310,460,17,3389
Baltimore County,07,10,002-010,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-010,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,10,002-010,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,002-010,REPUBLICAN,15,10,13,2,182
Baltimore County,07,10,002-010,UNAFFILIATED,0,0,0,10,0
Baltimore County,02,10,002-011,DEMOCRATIC,216,141,250,15,3150
Baltimore County,02,10,002-011,LIBERTARIAN,0,0,0,1,0
Baltimore County,02,10,002-011,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-011,OTHER PARTIES,0,0,0,2,0
Baltimore County,02,10,002-011,REPUBLICAN,22,9,30,1,273
Baltimore County,02,10,002-011,UNAFFILIATED,0,0,0,8,0
Baltimore County,02,10,002-012,DEMOCRATIC,360,270,452,45,3566
Baltimore County,02,10,002-012,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-012,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-012,OTHER PARTIES,0,0,0,2,0
Baltimore County,02,10,002-012,REPUBLICAN,28,18,28,2,296
Baltimore County,02,10,002-012,UNAFFILIATED,0,0,0,16,0
Baltimore County,02,10,002-013,DEMOCRATIC,284,247,387,10,2800
Baltimore County,02,10,002-013,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-013,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-013,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,002-013,REPUBLICAN,9,17,20,1,175
Baltimore County,02,10,002-013,UNAFFILIATED,0,0,0,4,0
Baltimore County,02,10,002-014,DEMOCRATIC,315,295,466,20,3274
Baltimore County,02,10,002-014,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-014,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-014,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,002-014,REPUBLICAN,4,9,13,2,143
Baltimore County,02,10,002-014,UNAFFILIATED,0,0,0,9,0
Baltimore County,02,11A,002-015,DEMOCRATIC,391,301,502,25,3848
Baltimore County,02,11A,002-015,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,11A,002-015,NO LABELS MARYLAND,0,0,0,1,0
Baltimore County,02,11A,002-015,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,11A,002-015,REPUBLICAN,15,12,28,0,273
Baltimore County,02,11A,002-015,UNAFFILIATED,0,0,0,12,0
Baltimore County,02,10,002-016,DEMOCRATIC,148,119,178,11,1264
Baltimore County,02,10,002-016,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-016,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-016,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-016,REPUBLICAN,2,4,14,0,74
Baltimore County,02,10,002-016,UNAFFILIATED,0,0,0,2,0
Baltimore County,02,10,002-017,DEMOCRATIC,225,183,309,18,2460
Baltimore County,02,10,002-017,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-017,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-017,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-017,REPUBLICAN,9,8,12,0,114
Baltimore County,02,10,002-017,UNAFFILIATED,0,0,0,5,0
Baltimore County,02,10,002-018,DEMOCRATIC,173,97,172,14,1046
Baltimore County,02,10,002-018,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-018,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-018,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-018,REPUBLICAN,15,19,13,0,119
Baltimore County,02,10,002-018,UNAFFILIATED,0,0,0,1,0
Baltimore County,02,10,002-019,DEMOCRATIC,92,32,87,4,470
Baltimore County,02,10,002-019,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-019,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-019,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-019,REPUBLICAN,93,3,20,3,402
Baltimore County,02,10,002-019,UNAFFILIATED,0,0,0,4,0
Baltimore County,02,10,002-020,DEMOCRATIC,106,61,88,12,658
Baltimore County,02,10,002-020,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-020,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-020,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-020,REPUBLICAN,7,9,11,0,94
Baltimore County,02,10,002-020,UNAFFILIATED,0,0,0,3,0
Baltimore County,02,10,002-021,DEMOCRATIC,92,29,70,4,512
Baltimore County,02,10,002-021,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-021,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-021,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,002-021,REPUBLICAN,93,12,32,0,366
Baltimore County,02,10,002-021,UNAFFILIATED,0,0,0,3,0
Baltimore County,07,44B,002-022,DEMOCRATIC,180,134,245,26,1775
Baltimore County,07,44B,002-022,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,002-022,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,002-022,OTHER PARTIES,0,0,0,2,0
Baltimore County,07,44B,002-022,REPUBLICAN,11,11,16,0,135
Baltimore County,07,44B,002-022,UNAFFILIATED,0,0,0,6,0
Baltimore County,07,11B,002-023,DEMOCRATIC,47,48,70,6,514
Baltimore County,07,11B,002-023,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,11B,002-023,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,11B,002-023,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,11B,002-023,REPUBLICAN,10,5,8,0,102
Baltimore County,07,11B,002-023,UNAFFILIATED,0,0,0,0,0
Baltimore County,02,10,002-024,DEMOCRATIC,238,180,311,11,2194
Baltimore County,02,10,002-024,LIBERTARIAN,0,0,0,1,0
Baltimore County,02,10,002-024,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-024,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-024,REPUBLICAN,16,9,13,0,152
Baltimore County,02,10,002-024,UNAFFILIATED,0,0,0,5,0
Baltimore County,02,11A,002-025,DEMOCRATIC,38,19,79,18,226
Baltimore County,02,11A,002-025,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,11A,002-025,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,11A,002-025,OTHER PARTIES,0,0,0,2,0
Baltimore County,02,11A,002-025,REPUBLICAN,6,2,13,0,36
Baltimore County,02,11A,002-025,UNAFFILIATED,0,0,0,0,0
Baltimore County,02,11A,002-026,DEMOCRATIC,201,114,305,8,1614
Baltimore County,02,11A,002-026,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,11A,002-026,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,11A,002-026,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,11A,002-026,REPUBLICAN,14,6,22,0,180
Baltimore County,02,11A,002-026,UNAFFILIATED,0,0,0,9,0
Baltimore County,02,10,002-027,DEMOCRATIC,240,140,259,8,1763
Baltimore County,02,10,002-027,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-027,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-027,OTHER PARTIES,0,0,0,1,0
Baltimore County,02,10,002-027,REPUBLICAN,11,12,8,1,110
Baltimore County,02,10,002-027,UNAFFILIATED,0,0,0,5,0
Baltimore County,07,10,002-028,DEMOCRATIC,49,29,69,2,389
Baltimore County,07,10,002-028,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,10,002-028,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,10,002-028,OTHER PARTIES,0,0,0,0,0
Baltimore County,07,10,002-028,REPUBLICAN,3,1,3,0,24
Baltimore County,07,10,002-028,UNAFFILIATED,0,0,0,4,0
Baltimore County,02,11A,002-029,DEMOCRATIC,159,137,308,11,2109
Baltimore County,02,11A,002-029,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,11A,002-029,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,11A,002-029,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,11A,002-029,REPUBLICAN,19,10,13,0,162
Baltimore County,02,11A,002-029,UNAFFILIATED,0,0,0,5,0
Baltimore County,02,10,002-030,DEMOCRATIC,34,23,65,2,251
Baltimore County,02,10,002-030,LIBERTARIAN,0,0,0,0,0
Baltimore County,02,10,002-030,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,02,10,002-030,OTHER PARTIES,0,0,0,0,0
Baltimore County,02,10,002-030,REPUBLICAN,12,8,17,0,88
Baltimore County,02,10,002-030,UNAFFILIATED,0,0,0,1,0
Baltimore County,07,44B,003-001,DEMOCRATIC,376,261,517,16,3030
Baltimore County,07,44B,003-001,LIBERTARIAN,0,0,0,0,0
Baltimore County,07,44B,003-001,NO LABELS MARYLAND,0,0,0,0,0
Baltimore County,07,44B,003-001,OTHER PARTIES,0,0,0,1,0
