zip,count
19512,435
19513,1
19518,532
19519,1
19520,196
19522,433
19523,1
19525,571
19526,364
19529,41
19530,391
19533,179
19534,52
19535,1
19536,5
19539,144
19540,386
19541,157
19543,161
19544,3
19545,4
19547,156
19550,7
19551,123
19554,9
19555,78
19559,2
19560,279
19562,98
19564,2
19565,346
19567,169
19601,409
19602,173
19603,16
19604,310
19605,697
19606,1244
19607,820
19608,743
19609,348
19610,926
19611,246
19612,9
19623,1
19701,3
19702,2
19703,2
19709,2
19711,40
19713,5
19717,29
19720,2
19734,1
19801,1
19803,6
19805,1
19807,1
19808,2
19809,4
19810,1
19844,1
19850,1
19874,1
19901,5
19904,3
19930,1
19934,1
19935,1
19938,1
19945,8
19950,1
19958,10
19963,1
19966,7
19970,8
19971,11
20001,22
20002,24
20003,24
20004,1
20005,6
20006,6
20007,19
20008,13
20009,31
20010,15
20011,8
20012,4
20016,64
20017,5
20018,4
20020,1
20024,3
20032,1
20036,3
20037,20
20052,20
20057,21
20059,1
20064,8
20077,1
20105,2
20109,1
20110,1
20112,2
20120,1
20121,2
20123,1
20127,1
20132,2
20137,1
20147,2
20150,1
20152,1
20155,1
20164,1
20171,1
20175,2
20176,1
20180,1
20186,1
20187,1
20189,6
20190,2
20191,4
20194,1
20195,1
20501,2
20601,1
20603,3
20619,1
20636,1
20650,2
20657,1
20670,1
20685,1
20686,3
20707,2
20721,1
20723,2
20732,1
20735,2
20736,1
20740,19
20742,18
20747,1
20755,2
20756,1
20762,2
20763,1
20765,1
20770,1
20782,4
20783,1
20814,6
20815,4
20817,1
20850,9
20851,1
20852,8
20853,3
20854,3
20861,1
20871,2
20874,1
20877,1
20878,1
20882,1
20886,1
20895,1
20901,1
20902,1
20904,2
20905,1
20906,1
20910,14
20912,1
21000,1
21001,1
21003,1
21012,1
21017,1
21030,2
21040,1
21042,1
21043,1
21044,1
21050,1
21053,2
21061,2
21076,1
21077,1
21078,2
21084,1
21090,1
21093,3
21100,1
21113,2
21114,1
21117,4
21122,1
21133,1
21136,1
21157,1
21158,1
21201,10
21202,4
21204,9
21205,3
21207,1
21208,1
21209,3
21210,14
21211,4
21212,1
21214,1
21217,4
21218,14
21221,1
21224,8
21228,1
21230,10
21231,6
21234,2
21236,1
21237,2
21239,2
21252,5
21286,2
21335,1
21400,1
21401,3
21402,2
21403,2
21409,2
21412,5
21502,2
21532,3
21541,1
21543,1
21601,1
21613,2
21617,1
21620,3
21661,2
21663,1
21701,6
21716,2
21727,7
21740,1
21771,2
21784,1
21793,2
21801,5
21804,1
21811,1
21813,2
21842,9
21903,1
21915,1
21921,2
22003,4
22015,6
22030,7
22031,3
22033,2
22041,1
22042,1
22043,1
22044,1
22060,2
22079,1
22082,1
22102,1
22134,2
22150,1
22152,2
22153,2
22180,2
22182,1
22191,2
22192,1
22201,14
22202,9
22203,3
22204,5
22205,3
22206,2
22207,4
22209,10
22301,2
22302,4
22303,6
22304,4
22306,4
22307,1
22308,2
22310,1
22311,1
22312,1
22314,7
22315,3
22397,1
22401,8
22405,1
22454,2
22455,1
22527,1
22554,2
22556,1
22572,1
22601,5
22630,4
22657,2
22801,16
22802,10
22807,7
22812,2
22831,2
22840,2
22901,2
22902,2
22903,13
22904,2
22911,2
22932,1
22947,2
22980,1
23005,3
23059,1
23060,3
23062,1
23072,1
23075,1
23089,1
23112,3
23113,2
23114,3
23117,1
23120,1
23150,1
23168,1
23173,7
23185,10
23186,8
23187,15
23188,8
23192,2
23219,1
23220,5
23223,2
23225,2
23228,2
23229,3
23231,1
23235,2
23294,1
23314,1
23320,5
23321,2
23322,2
23325,1
23336,1
23356,2
23434,4
23435,2
23451,2
23452,3
23454,4
23455,4
23456,9
23461,1
23462,3
23464,4
23503,2
23505,2
23507,2
23508,4
23510,1
23511,2
23518,2
23601,1
23602,4
23606,2
23664,1
23666,1
23669,1
23703,1
23831,1
23836,1
23872,1
23876,2
23901,1
23927,2
23943,1
24011,1
24014,1
24018,1
24019,1
24060,27
24061,10
24073,1
24141,2
24142,1
24147,1
24151,2
24153,3
24162,2
24210,2
24330,1
24426,1
24450,11
24501,4
24502,14
24503,4
24506,3
24515,10
24541,1
24551,2
24588,1
24901,2
24963,1
24997,1
25064,1
25201,1
25301,1
25306,1
25309,1
25401,1
25403,2
25404,1
25405,1
25413,1
25526,1
25701,2
25705,1
25846,1
25848,2
25995,2
26003,5
26101,1
26104,1
26184,1
26452,1
26501,3
26505,39
26506,3
26508,11
26546,1
26554,1
26753,2
26801,1
26851,2
27000,1
27101,1
27103,2
27104,1
27105,1
27106,2
27109,6
27127,2
27207,1
27244,7
27268,1
27272,1
27278,1
27330,3
27332,1
27376,1
27377,2
27410,1
27411,1
27413,2
27510,2
27514,4
27516,6
27517,1
27518,3
27520,1
27524,1
27526,2
27530,1
27534,2
27540,2
27549,1
27560,2
27587,2
27596,1
27601,2
27603,1
27606,5
27607,2
27609,2
27612,1
27614,1
27615,2
27617,2
27701,2
27704,1
27705,8
27707,2
27708,6
27712,1
27753,1
27807,1
27834,1
27858,1
27889,1
27891,1
27915,2
27927,3
27948,1
27949,3
27960,1
28004,1
28005,1
28012,2
28013,1
28015,1
28017,1
28023,1
28034,1
28035,4
28038,1
28040,2
28043,1
28078,1
28083,1
28100,1
28105,2
28110,3
28115,3
28117,5
28173,2
28203,3
28205,2
28209,2
28211,1
28213,1
28214,2
28220,1
28223,1
28250,1
28269,1
28270,1
28277,1
28303,3
28304,1
28306,1
28310,1
28314,3
28348,2
28365,1
28374,2
28376,1
28387,3
28401,2
28403,2
28407,1
28409,1
28411,1
28412,4
28428,1
28443,2
28451,4
28460,2
28461,9
28462,1
28465,2
28467,3
28468,6
28469,3
28470,1
28478,1
28512,1
28532,1
28539,1
28540,2
28542,2
28544,2
28546,3
28554,1
28560,3
28562,6
28571,1
28584,1
28590,1
28594,1
28608,1
28645,1
28674,1
28677,2
28679,1
28704,1
28705,1
28715,2
28731,2
28732,6
28760,1
28762,2
28787,4
28792,1
28803,5
28804,2
28806,1
28850,1
29030,2
29033,1
29063,1
29065,1
29072,1
29148,1
29150,1
29152,1
29154,1
29201,9
29203,2
29205,1
29206,1
29209,1
29225,4
29229,1
29302,2
29303,1
29316,1
29325,1
29332,2
29340,1
29401,3
29403,6
29404,1
29406,1
29407,2
29409,2
29410,1
29412,2
29414,2
29422,1
29424,3
29438,3
29439,1
29440,1
29445,3
29451,2
29455,8
29461,1
29464,2
29466,1
29483,4
29485,1
29487,2
29488,1
29492,2
29499,1
29502,1
29509,1
29526,10
29536,1
29563,1
29566,10
29568,2
29572,8
29573,2
29575,11
29576,13
29577,13
29579,9
29582,15
29585,6
29588,6
29597,1
29601,1
29609,2
29613,1
29614,7
29615,2
29621,2
29630,2
29631,4
29632,1
29633,1
29680,2
29682,2
29693,1
29708,1
29730,2
29803,2
29805,1
29905,1
29907,2
29909,11
29910,6
29915,1
29920,3
29923,1
29926,9
29928,42
30000,1
30004,1
30005,1
30013,1
30022,1
30033,2
30034,1
30045,1
30062,1
30067,1
30076,2
30096,1
30100,1
30123,1
30132,1
30188,1
30238,2
30265,1
30274,2
30306,3
30307,1
30308,1
30310,1
30313,1
30314,1
30317,1
30318,3
30319,1
30322,3
30324,2
30328,1
30329,2
30332,6
30338,1
30345,1
30346,2
30363,1
30400,1
30420,2
30442,1
30460,1
30531,1
30552,1
30598,1
30605,1
30609,1
30625,1
30650,1
30813,1
30905,1
30907,3
30909,1
31315,1
31324,1
31326,1
31400,1
31401,2
31404,2
31407,1
31410,4
31411,3
31520,1
31525,2
31546,1
31558,1
31604,1
31605,1
31820,1
31822,2
31830,1
31905,5
31907,1
31909,2
32003,1
32034,2
32043,3
32067,1
32080,2
32082,3
32084,1
32095,1
32102,1
32113,1
32114,8
32117,1
32118,3
32119,4
32124,1
32127,3
32129,7
32131,2
32132,2
32136,3
32137,4
32141,3
32159,8
32162,42
32163,21
32164,2
32168,3
32169,1
32171,1
32174,7
32176,6
32200,2
32210,1
32216,1
32224,2
32225,2
32233,1
32246,1
32250,1
32256,1
32257,1
32266,1
32301,1
32304,1
32311,1
32313,1
32317,1
32327,1
32358,1
32404,1
32408,2
32446,1
32456,2
32503,8
32507,2
32550,1
32578,1
32598,1
32601,2
32608,1
32612,1
32625,2
32667,1
32669,2
32702,2
32703,1
32708,1
32713,2
32714,1
32715,1
32723,1
32726,2
32727,1
32736,1
32759,1
32763,2
32764,1
32778,1
32780,2
32784,2
32789,3
32792,1
32812,1
32816,1
32819,3
32821,1
32822,1
32826,1
32827,1
32830,1
32901,1
32903,2
32904,2
32905,4
32907,5
32920,6
32927,2
32929,1
32931,2
32935,1
32937,3
32940,2
32950,2
32951,2
32953,1
32955,3
32958,5
32960,1
32962,2
32963,4
32966,1
32976,8
33004,1
33013,1
33024,1
33034,1
33040,1
33042,4
33043,2
33050,3
33063,3
33064,2
33065,1
33066,2
33076,2
33131,1
33134,1
33143,2
33146,8
33155,2
33156,1
33160,1
33174,1
33186,1
33192,1
33194,1
33301,2
33309,2
33311,1
33312,1
33314,5
33316,1
33321,1
33334,1
33401,1
33406,1
33410,2
33411,2
33417,2
33428,2
33431,2
33433,1
33434,2
33435,5
33436,5
33437,6
33441,2
33445,3
33446,6
33449,1
33455,2
33461,2
33462,3
33463,1
33467,5
33470,1
33473,4
33475,1
33477,2
33478,2
33480,1
33483,2
33487,2
33498,2
33513,6
33525,1
33540,2
33541,5
33542,3
33543,5
33558,1
33569,1
33570,6
33572,2
33573,8
33578,4
33592,1
33594,3
33597,2
33602,1
33606,1
33607,1
33609,1
33617,1
33619,1
33620,1
33626,1
33647,1
33701,1
33702,5
33705,1
33706,1
33707,3
33708,5
33709,3
33711,6
33712,2
33713,1
33715,5
33758,1
33759,4
33761,2
33762,1
33763,2
33767,3
33770,3
33771,8
33772,2
33773,1
33776,1
33778,3
33785,2
33786,1
33801,8
33803,3
33809,1
33810,2
33811,3
33813,1
33825,9
33837,10
33838,2
33841,2
33843,6
33844,6
33852,4
33857,2
33859,3
33870,4
33872,6
33873,2
33876,6
33880,3
33881,5
33897,6
33898,5
33901,1
33903,6
33904,2
33905,4
33907,5
33908,14
33909,2
33912,3
33913,4
33914,2
33917,9
33919,3
33928,8
33931,4
33935,5
33936,1
33947,1
33950,4
33952,3
33953,1
33955,9
33957,1
33960,1
33966,1
33967,1
33980,3
33982,2
33983,2
33990,1
33991,3
33993,2
34000,3
34002,1
34058,1
34090,1
34100,1
34102,1
34104,8
34105,1
34108,5
34109,3
34110,5
34112,3
34113,4
34114,13
34119,3
34120,3
34134,3
34135,25
34142,1
34145,6
34170,1
34190,1
34201,3
34202,1
34203,10
34205,4
34207,2
34208,1
34209,9
34210,3
34211,2
34212,2
34217,4
34219,1
34221,4
34222,3
34223,2
34224,2
34228,5
34229,3
34231,1
34232,1
34233,5
34234,1
34235,5
34236,1
34238,3
34240,5
34242,6
34243,2
34251,1
34266,1
34275,6
34285,14
34287,8
34290,2
34293,8
34326,1
34334,2
34420,1
34429,1
34431,1
34442,1
34447,1
34450,3
34461,1
34470,2
34472,1
34481,1
34482,1
34491,4
34601,6
34606,1
34607,3
34608,2
34613,2
34653,1
34655,3
34667,3
34668,6
34669,5
34674,1
34684,4
34685,2
34688,1
34689,2
34691,1
34698,4
34711,2
34714,3
34715,3
34741,1
34746,2
34747,4
34748,3
34759,3
34769,2
34785,2
34786,1
34787,10
34788,7
34945,4
34949,2
34953,1
34957,4
34974,1
34982,1
34986,2
34987,1
34990,1
35037,1
35039,1
35041,2
35046,1
35078,2
35085,1
35122,1
35243,1
35251,1
35401,5
35487,1
35504,1
35758,1
35759,1
35801,1
35971,1
36090,1
36117,2
36251,1
36301,1
36305,1
36322,2
36330,1
36340,1
36362,1
36561,1
36617,1
36756,2
36830,3
36832,1
37000,1
37013,1
37042,2
37064,2
37076,1
37085,1
37135,2
37160,1
37167,1
37179,2
37203,2
37204,1
37206,1
37209,2
37212,3
37217,1
37221,1
37235,11
37311,2
37363,1
37383,1
37405,1
37601,1
37614,1
37645,1
37687,1
37745,1
37752,1
37765,1
37766,1
37830,1
37879,1
37916,4
37919,1
37920,1
37921,1
37996,2
38000,2
38053,2
38103,1
38104,1
38111,1
38112,1
38612,1
38655,2
38804,1
38960,1
39004,2
39056,1
39401,1
39407,7
39465,1
39507,3
39705,1
39759,1
39762,1
40000,1
40007,1
40121,5
40141,1
40204,2
40206,1
40207,1
40208,1
40211,1
40219,1
40220,2
40222,1
40353,1
40391,1
40475,1
40477,1
40489,1
40502,1
40503,1
40504,1
40508,2
40516,1
40517,1
40526,3
40591,1
40880,1
40895,1
40965,1
41001,2
41005,2
41026,1
41071,1
41095,2
41153,1
41301,1
41311,1
42117,1
42223,4
42400,1
42701,1
43015,1
43022,1
43023,2
43026,1
43050,2
43055,1
43081,1
43082,1
43105,1
43123,1
43201,10
43202,5
43206,1
43210,7
43212,2
43215,1
43220,1
43221,1
43228,4
43229,1
43402,1
43403,4
43465,1
43607,2
43611,1
43762,1
43952,3
44003,3
44017,6
44022,2
44030,1
44054,1
44056,1
44070,2
44074,5
44105,1
44106,35
44107,1
44112,1
44114,1
44115,2
44118,9
44120,1
44122,1
44130,1
44143,1
44145,2
44190,1
44212,2
44224,1
44240,16
44242,1
44243,13
44304,1
44308,1
44321,1
44325,1
44333,1
44402,1
44413,1
44471,1
44483,2
44485,1
44502,2
44505,1
44512,1
44514,1
44574,1
44601,1
44647,1
44651,1
44663,1
44691,6
44692,1
44708,1
44709,2
44720,1
44791,1
44853,1
44857,1
44903,1
44952,1
45056,5
45203,1
45204,1
45207,1
45208,1
45219,4
45220,1
45229,2
45230,1
45231,3
45236,1
45238,1
45239,1
45244,2
45305,1
45314,6
45324,2
45380,1
45406,1
45409,5
45410,1
45419,2
45431,2
45434,1
45459,1
45469,3
45701,19
45750,1
45806,1
45810,4
45840,2
46005,1
46008,1
46032,1
46077,1
46202,1
46240,1
46300,1
46375,1
46526,3
46544,1
46545,1
46556,15
46590,2
46601,1
46617,5
46637,4
46772,1
46815,1
46997,1
47130,1
47374,4
47401,1
47403,1
47404,1
47406,5
47408,1
47601,1
47670,1
47803,2
47905,1
47906,23
47907,1
47909,1
48007,1
48071,1
48073,1
48103,3
48104,17
48105,2
48108,2
48109,8
48116,1
48147,1
48165,2
48178,1
48183,1
48186,1
48197,2
48201,1
48202,2
48207,1
48230,1
48307,2
48326,1
48328,1
48331,1
48335,1
48340,1
48380,1
48382,1
48393,2
48640,1
48823,5
48825,2
48858,1
48864,3
48910,1
48912,1
48917,1
48933,2
48991,1
49000,1
49006,1
49008,1
49080,1
49090,1
49104,1
49129,1
49170,2
49200,1
49341,1
49423,2
49503,1
49504,1
49506,1
49546,2
49701,1
49783,1
49931,1
50003,1
50013,1
50129,1
50132,1
50220,1
50309,1
50536,1
50739,1
50848,2
50939,2
51031,1
51063,1
51103,1
51109,1
51373,1
51516,2
51700,1
51805,1
51960,1
52101,2
52242,3
52245,1
52246,1
52314,1
52402,1
52493,1
52655,1
52803,1
53094,2
53111,1
53130,1
53207,1
53211,1
53233,4
53533,1
53536,1
53604,1
53703,3
53704,1
53705,1
53706,2
53711,1
53712,1
53713,1
53714,1
53715,5
53726,1
54119,2
54601,1
54656,1
54660,1
54673,1
54911,2
55057,3
55102,1
55105,1
55112,1
55114,1
55234,1
55283,1
55337,1
55364,1
55402,1
55404,1
55405,1
55413,1
55414,5
55416,1
55425,1
55455,1
55987,2
56007,2
56880,2
57006,1
57106,1
57350,1
58000,1
58204,2
58222,1
58704,2
58740,2
59102,1
59404,1
59405,1
59597,1
59602,2
59715,1
59741,1
59758,1
59801,1
59859,3
59870,3
59936,1
59937,1
60002,1
60004,1
60026,1
60047,1
60074,1
60088,3
60109,2
60126,1
60178,1
60187,8
60189,1
60200,3
60201,6
60202,1
60203,1
60301,1
60302,3
60305,1
60326,1
60327,1
60431,1
60451,1
60487,1
60515,2
60564,2
60601,3
60605,3
60606,1
60607,1
60610,3
60611,3
60612,1
60613,2
60614,5
60615,8
60616,1
60618,1
60625,2
60626,5
60637,8
60640,3
60647,4
60651,1
60654,2
60657,6
60660,3
61029,2
61130,1
61348,3
61352,1
61440,1
61614,1
61733,1
61801,4
61820,9
61821,1
61853,1
62100,1
62208,1
62225,1
62269,1
62339,1
62439,1
62522,1
62901,1
63104,1
63105,2
63108,3
63110,3
63112,2
63121,1
63123,1
63130,6
63146,1
63366,1
63383,1
63421,1
63424,1
63667,1
63735,1
63739,1
64067,1
64106,1
64137,1
64154,1
64365,1
64402,1
64735,1
64743,1
65201,1
65202,2
65203,1
65270,1
65305,1
65336,1
65375,1
65459,1
65473,5
65584,1
65616,1
65726,1
65742,1
66007,1
66010,1
66046,1
66049,1
66088,1
66206,1
66223,1
66442,2
66502,4
66503,1
66670,1
67140,1
67206,1
67210,1
67214,1
67221,1
67349,2
67434,1
67454,1
67456,1
67547,1
67661,1
67800,1
68008,1
68123,2
68165,1
68170,1
68300,1
68339,1
68500,1
68503,1
68508,2
68510,1
68516,1
68787,1
68809,1
69130,2
69198,2
69254,1
69379,1
69530,1
70062,1
70112,1
70113,1
70115,3
70116,2
70117,1
70118,5
70119,3
70130,5
70131,1
70176,1
70179,1
70252,1
70433,1
70512,1
70525,2
70601,1
70619,2
70808,1
71000,2
71006,1
71037,1
71446,1
71459,1
72072,1
72076,2
72149,1
72176,1
72220,1
72465,1
72644,1
72701,1
72761,1
72774,1
73061,1
73069,1
73072,1
73100,1
73106,2
73145,1
73503,3
73521,1
74074,1
74110,1
74135,1
74171,1
75002,3
75003,3
75004,1
75005,3
75006,1
75007,8
75008,1
75010,1
75011,1
75012,1
75014,3
75016,3
75017,6
75018,3
75020,2
75039,1
75050,1
75080,1
75116,2
75140,1
75165,1
75204,1
75206,2
75211,1
75219,1
75224,1
75225,1
75236,1
75320,1
75602,1
75607,2
75703,1
75961,1
76036,1
76039,1
76102,1
76107,1
76110,1
76149,1
76180,1
76201,3
76248,1
76311,1
76367,1
76513,1
76541,1
76548,2
76549,1
76798,1
76904,1
76905,3
76908,1
77004,2
77005,1
77020,1
77025,1
77030,1
77055,1
77059,1
77204,1
77300,1
77356,1
77373,2
77384,1
77386,1
77461,2
77493,1
77539,1
77566,1
77584,2
77840,1
78043,1
78045,1
78102,1
78120,1
78154,1
78209,2
78210,1
78234,1
78240,1
78250,2
78258,1
78290,1
78382,2
78418,1
78521,1
78570,2
78572,4
78634,1
78666,2
78702,3
78705,3
78722,1
78752,1
79000,1
79100,1
79102,1
79401,1
79606,1
79764,1
79862,1
79906,1
79912,1
79916,2
79930,2
80000,1
80003,1
80016,1
80027,2
80033,1
80113,1
80121,1
80123,1
80125,1
80127,2
80129,1
80134,1
80202,3
80205,1
80206,3
80211,1
80218,1
80221,1
80224,2
80237,1
80238,1
80246,2
80249,1
80302,2
80303,1
80304,1
80305,1
80310,2
80333,1
80335,1
80337,1
80339,2
80439,1
80443,1
80465,1
80482,1
80501,2
80504,1
80521,1
80525,1
80805,1
80807,2
80814,1
80841,4
80902,1
80903,2
80907,1
80908,1
80909,1
80911,1
80918,1
80920,1
80922,1
80923,1
81226,2
81230,1
81235,1
81240,1
81252,2
81413,2
81435,1
81645,1
82054,2
82057,1
82070,1
82072,1
82194,1
82601,1
82801,4
83001,1
83301,1
83440,1
83455,2
83600,1
83605,1
83646,1
83647,1
83648,2
83702,1
83703,1
83709,1
83750,1
83843,1
84036,1
84040,1
84057,1
84070,1
84098,1
84102,4
84103,2
84105,4
84112,1
84115,1
84116,1
84124,1
84321,1
84338,1
84341,2
84405,1
84601,1
84602,1
84604,3
84606,3
84770,2
84800,1
85001,1
85003,1
85014,1
85015,1
85016,1
85020,2
85022,2
85033,1
85044,1
85045,2
85048,1
85050,3
85053,2
85086,1
85118,2
85119,2
85132,1
85138,1
85140,1
85194,1
85202,1
85205,1
85207,2
85209,10
85226,1
85233,1
85249,1
85251,2
85254,1
85255,2
85258,3
85260,7
85262,5
85266,1
85268,6
85281,1
85286,1
85288,1
85297,1
85298,3
85304,2
85327,1
85338,2
85340,1
85351,1
85356,1
85365,1
85373,1
85375,5
85386,1
85390,2
85392,1
85395,3
85578,1
85598,1
85602,1
85614,2
85615,2
85628,1
85700,1
85704,1
85705,1
85710,2
85713,1
85718,2
85719,7
85721,1
85730,2
85739,2
85742,2
85749,2
85750,1
85755,4
85778,1
85899,1
85901,1
85902,1
86004,2
86033,1
86301,1
86314,2
86320,1
86336,1
86351,1
86400,1
86404,1
86406,2
86441,1
86442,1
86989,1
87102,1
87106,2
87107,1
87108,1
87110,2
87114,1
87120,2
87191,1
87505,5
87616,1
88001,1
88011,1
88061,2
88330,1
89014,1
89034,2
89052,2
89100,2
89117,1
89119,2
89121,1
89123,2
89128,1
89129,1
89130,4
89134,1
89138,2
89148,1
89166,1
89449,1
90007,2
90010,1
90024,3
90026,1
90027,1
90028,1
90029,1
90034,1
90036,1
90037,1
90038,1
90041,1
90042,1
90043,1
90046,4
90048,1
90049,1
90066,1
90069,1
90089,6
90094,1
90230,1
90250,1
90266,4
90272,1
90275,1
90277,1
90278,3
90290,1
90291,1
90293,1
90402,1
90403,2
90405,1
90435,1
90630,1
90704,1
90803,1
90807,1
90814,1
90860,1
90936,2
91001,1
91003,1
91101,3
91208,1
91250,1
91300,1
91316,1
91344,2
91352,1
91355,1
91360,1
91362,2
91367,1
91401,1
91423,1
91502,1
91602,2
91604,1
91711,8
91775,1
91789,1
91901,1
91912,1
91913,1
91932,1
92009,2
92021,1
92024,2
92037,3
92052,1
92054,1
92055,3
92057,2
92078,1
92082,2
92092,2
92100,3
92101,1
92103,1
92106,2
92107,1
92109,6
92110,1
92111,1
92115,2
92116,1
92117,3
92120,1
92123,3
92124,2
92127,2
92128,2
92129,1
92130,2
92143,2
92150,1
92201,2
92210,2
92211,4
92234,1
92242,1
92253,2
92262,5
92264,2
92270,1
92277,1
92290,1
92310,4
92340,1
92373,1
92509,1
92562,2
92563,2
92591,1
92617,1
92656,1
92660,2
92662,2
92673,1
92692,1
92805,1
92806,1
92821,1
92866,1
92868,1
93001,2
93010,1
93013,3
93023,1
93041,1
93101,1
93105,1
93107,2
93108,1
93114,1
93116,1
93245,2
93252,1
93314,1
93405,1
93424,1
93437,1
93446,2
93465,1
93500,1
93504,1
93523,2
93535,2
93549,2
93618,1
93633,1
93787,1
93908,2
93923,3
93933,1
93940,1
93943,1
93944,1
94025,2
94028,1
94041,1
94044,1
94065,1
94070,1
94085,1
94089,1
94102,1
94103,1
94107,3
94109,3
94110,2
94115,2
94117,2
94118,1
94121,1
94122,1
94123,1
94131,3
94301,1
94305,6
94306,2
94309,1
94361,1
94501,1
94533,1
94535,1
94549,1
94582,1
94583,1
94596,1
94608,1
94610,1
94611,1
94704,4
94706,1
94709,1
94720,1
94956,1
94960,1
95008,1
95014,3
95033,1
95037,1
95053,1
95060,1
95120,1
95355,1
95448,2
95453,1
95467,1
95488,2
95521,2
95590,1
95616,1
95624,1
95648,1
95687,1
95688,1
95694,1
95746,1
95757,1
95922,1
96001,1
96002,1
96204,2
96206,1
96264,1
96319,2
96322,1
96349,1
96351,1
96367,1
96379,1
96387,1
96426,1
96439,1
96450,1
96462,1
96555,1
96601,2
96604,1
96609,1
96612,1
96615,1
96626,1
96663,1
96706,1
96734,2
96740,1
96744,1
96779,1
96814,1
96815,2
96818,6
96820,1
96822,1
96825,2
96826,4
96861,1
96929,1
97201,2
97202,3
97203,1
97205,1
97206,1
97209,1
97211,1
97212,1
97214,1
97219,1
97223,1
97232,1
97301,1
97338,1
97403,1
97405,2
97420,1
97702,1
97703,2
98072,1
98103,2
98105,1
98107,2
98110,1
98112,1
98117,1
98119,1
98144,1
98199,1
98223,1
98225,1
98250,1
98275,2
98277,2
98311,2
98337,1
98373,1
98433,3
98447,1
98661,2
98801,1
98802,1
98809,1
99163,1
99201,1
99208,1
99258,1
99352,1
99506,1
99544,1
99559,1
99609,1
99801,1
99875,3
99900,1
99901,1
